"collection","filename","description","userSet","log2OR_unadj","qValue_unadj","support_unadj","log2OR_adj","qValue_adj","support_adj","cell","comparison","sig_unadj","sig_adj","agreement"
"TF_motifs","regionSet_112.bed","MA0488.1_JUN","gain",1.10943734328228,0.00342337464527526,34,0.941284137208194,0.214751832271669,19,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_154.bed","MA0488.1_JUN","gain",1.10943734328228,0.00342337464527526,34,0.941284137208194,0.214751832271669,19,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_14.bed","creb_atf_2","gain",0.673880617598451,0.00343095007073123,109,0.884093581825707,0.00216928030080707,74,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_67.bed","hd_14","gain",0.763986814328741,0.00574470556782806,69,0.546682859201398,0.448652480028205,38,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_196.bed","sox_4","gain",0.705113949108664,0.0103559844029456,75,0.6005966019651,0.264650147360208,44,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"EnsemblRegBuildBP","regionSet_1.bed","distal","loss",1.48788399906287,0.0103672024020061,20,0.92022299480755,0.701139338704101,9,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_44.bed","fox_3","gain",0.6599818203226,0.0114939291105155,87,0.625120245981832,0.17088605810142,53,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_185.bed","MA0519.1_Stat5a::Stat5b","gain",0.932979066330879,0.0119241348403767,39,0.777411061990063,0.320478185963153,22,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"EnsemblRegBuildBP","regionSet_1.bed","distal","gain",0.751701904916121,0.0128294182195154,61,0.613367448988741,0.341230543736296,35,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_160.bed","MA0494.1_Nr1h3::Rxra","gain",0.950910257736327,0.0148065296013107,36,1.13822214197014,0.021720007218711,25,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_184.bed","MA0518.1_Stat4","gain",0.866118514408365,0.0156139148987802,43,0.824160676908221,0.190994917827474,26,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_463.bed","MA0859.1_Rarg","gain",0.807527553956037,0.0169039600661388,49,0.951431205192287,0.0324511027322558,33,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_203.bed","spi","loss",1.63616233691916,0.0184321750499202,60,1.57708667794801,0.216005166765147,36,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_7.bed","batf","gain",0.585010065420233,0.022687731091668,103,0.725069278443789,0.0294309302018038,68,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_392.bed","MA0909.1_HOXD13","gain",1.12836695935393,0.0269712253813616,23,1.58291020794651,0.00291576718954432,19,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_513.bed","MA0909.1_HOXD13","gain",1.12836695935393,0.0269712253813616,23,1.58291020794651,0.00291576718954432,19,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_128.bed","MA0511.2_RUNX2","gain",0.9567121795975,0.0284252761016429,31,1.31905416084743,0.00563357158943799,24,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_177.bed","MA0511.2_RUNX2","gain",0.9567121795975,0.0284252761016429,31,1.31905416084743,0.00563357158943799,24,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_45.bed","fox_4","gain",0.562840719126055,0.0291906790562494,214,0.843639573880011,0.00700867793902454,140,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_332.bed","MA0728.1_Nr2f6(var.2)","gain",0.745270772329459,0.0298658298860747,51,0.820027008788059,0.104163397966479,33,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_107.bed","lef1","loss",1.2071000168157,0.0329741429975564,50,1.77747518841573,0.0198561044397451,33,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_439.bed","MA1145.1_FOSL2::JUND(var.2)","gain",1.18284963474126,0.0329741429975564,20,1.13169361789499,0.268490147499493,12,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_565.bed","MA1145.1_FOSL2::JUND(var.2)","gain",1.18284963474126,0.0329741429975564,20,1.13169361789499,0.268490147499493,12,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_244.bed","MA0734.1_GLI2","gain",0.892305925043483,0.0329741429975564,34,0.54686326988501,0.772464494410937,17,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_338.bed","MA0734.1_GLI2","gain",0.892305925043483,0.0329741429975564,34,0.54686326988501,0.772464494410937,17,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_1.bed","MA0002.2_RUNX1","gain",0.713788270925937,0.0333621909258897,54,0.891653641467585,0.0362823021962901,37,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_258.bed","MA0750.2_ZBTB7A","loss",1.24651999649014,0.0367678394273062,22,1.03733824911563,0.503679118204998,12,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_354.bed","MA0750.2_ZBTB7A","loss",1.24651999649014,0.0367678394273062,22,1.03733824911563,0.503679118204998,12,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_119.bed","MA0497.1_MEF2C","gain",0.701027702760946,0.0413698983674586,53,0.543583499523622,0.52530187547665,30,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_163.bed","MA0497.1_MEF2C","gain",0.701027702760946,0.0413698983674586,53,0.543583499523622,0.52530187547665,30,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_73.bed","hd_2","gain",0.523363561432718,0.0471327014368937,208,0.388142211310292,0.539883970252736,125,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_167.bed","pou_2","gain",0.607305270363454,0.0481902808868496,71,0.288522584159395,0.887714162837086,37,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_40.bed","MA0080.4_SPI1","loss",1.16774011048514,0.0481902808868496,24,0.594326175197054,0.888222851369855,11,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_57.bed","MA0080.4_SPI1","loss",1.16774011048514,0.0481902808868496,24,0.594326175197054,0.888222851369855,11,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_288.bed","MA0781.1_PAX9","gain",0.995010195609065,0.116226272195549,19,1.37082409245748,0.0450340833029371,15,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_385.bed","MA0781.1_PAX9","gain",0.995010195609065,0.116226272195549,19,1.37082409245748,0.0450340833029371,15,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_211.bed","tbx_2","gain",0.461143996940149,0.128845982479909,95,0.807287324637661,0.00868404187040858,69,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_473.bed","MA0869.1_Sox11","gain",0.910353525868187,0.130109627279902,21,1.42012739165297,0.0138334249586934,18,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_363.bed","MA0867.1_SOX4","gain",0.868061016404305,0.144953339144873,22,1.4749700919926,0.00481591610481061,20,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_471.bed","MA0867.1_SOX4","gain",0.868061016404305,0.144953339144873,22,1.4749700919926,0.00481591610481061,20,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"RepeatMasker","regionSet_4.bed","LTR","gain",0.533901994134081,0.206313771815867,49,1.02235074993825,0.00602216894789552,40,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_362.bed","MA0866.1_SOX21","gain",0.810210334203326,0.357052934995062,15,1.44001184638477,0.0423741332427424,14,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_470.bed","MA0866.1_SOX21","gain",0.810210334203326,0.357052934995062,15,1.44001184638477,0.0423741332427424,14,"Mono_CD14","C19_mod vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_172.bed","MA0653.1_IRF9","loss",2.50048427426427,4.5292965922538e-07,26,1.81910471777974,3.0488157900831e-10,57,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_257.bed","MA0653.1_IRF9","loss",2.50048427426427,4.5292965922538e-07,26,1.81910471777974,3.0488157900831e-10,57,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_21.bed","MA0050.2_IRF1","loss",2.07464371249647,8.05157918806733e-07,44,1.36994910860505,1.19865502301667e-09,107,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_32.bed","MA0050.2_IRF1","loss",2.07464371249647,8.05157918806733e-07,44,1.36994910860505,1.19865502301667e-09,107,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_449.bed","MA1418.1_IRF3","loss",2.20467493203265,2.08756423421878e-06,29,1.59336811744934,1.19865502301667e-09,67,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_576.bed","MA1418.1_IRF3","loss",2.20467493203265,2.08756423421878e-06,29,1.59336811744934,1.19865502301667e-09,67,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_131.bed","MA0517.1_STAT1::STAT2","loss",1.98522157708527,9.5448995555122e-06,33,1.37562318888005,2.95466731247629e-08,78,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_183.bed","MA0517.1_STAT1::STAT2","loss",1.98522157708527,9.5448995555122e-06,33,1.37562318888005,2.95466731247629e-08,78,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_205.bed","MA0690.1_TBX21","loss",2.48634143157615,9.64344264038378e-06,19,1.5727810077539,1.91620860049943e-05,35,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_294.bed","MA0690.1_TBX21","loss",2.48634143157615,9.64344264038378e-06,19,1.5727810077539,1.91620860049943e-05,35,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_99.bed","irf_1","loss",1.87624122498514,1.4283842598023e-05,52,1.12586739428895,9.34433524313077e-07,132,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_22.bed","MA0051.1_IRF2","loss",2.25368010281491,1.4283842598023e-05,22,1.52774470041516,1.4507455046342e-06,46,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_33.bed","MA0051.1_IRF2","loss",2.25368010281491,1.4283842598023e-05,22,1.52774470041516,1.4507455046342e-06,46,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_307.bed","MA0800.1_EOMES","loss",2.5140845741649,2.06835004551882e-05,17,1.71311980997368,5.96666660483627e-06,33,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_404.bed","MA0800.1_EOMES","loss",2.5140845741649,2.06835004551882e-05,17,1.71311980997368,5.96666660483627e-06,33,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_169.bed","prdm1","loss",1.6156863523642,0.000385056446823409,49,0.747306796435714,0.00556743594786674,117,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_171.bed","MA0652.1_IRF8","loss",2.09331536754642,0.000761112054558614,17,1.9124591002733,1.13632175339997e-09,47,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_256.bed","MA0652.1_IRF8","loss",2.09331536754642,0.000761112054558614,17,1.9124591002733,1.13632175339997e-09,47,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_309.bed","MA0802.1_TBR1","loss",2.182716568058,0.00103605313458311,15,1.66299373192056,7.6590656565337e-06,34,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_406.bed","MA0802.1_TBR1","loss",2.182716568058,0.00103605313458311,15,1.66299373192056,7.6590656565337e-06,34,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_203.bed","MA0688.1_TBX2","loss",2.19902379497311,0.00154728934722352,14,1.47791019591316,0.000696780130258137,28,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_292.bed","MA0688.1_TBX2","loss",2.19902379497311,0.00154728934722352,14,1.47791019591316,0.000696780130258137,28,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_180.bed","MA0514.1_Sox3","loss",1.67765939962125,0.00179306245470377,24,0.688197638261895,0.120077094833595,44,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_204.bed","MA0689.1_TBX20","loss",2.14101132580935,0.00206842774317873,14,1.35982037076176,0.00297783378392682,27,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_293.bed","MA0689.1_TBX20","loss",2.14101132580935,0.00206842774317873,14,1.35982037076176,0.00297783378392682,27,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_450.bed","MA1419.1_IRF4","loss",2.05456266640328,0.00206842774317873,15,1.85937532354636,2.26012992235292e-08,41,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_577.bed","MA1419.1_IRF4","loss",2.05456266640328,0.00206842774317873,15,1.85937532354636,2.26012992235292e-08,41,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_106.bed","MA0477.1_FOSL1","gain",3.00944969895611,0.00592528260018316,8,1.94476285986463,0.00407733670773254,15,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_144.bed","MA0477.1_FOSL1","gain",3.00944969895611,0.00592528260018316,8,1.94476285986463,0.00407733670773254,15,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_446.bed","MA1152.1_SOX15","loss",1.81545653511182,0.00682317028509507,16,0.966070232430024,0.0480432709515863,30,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_572.bed","MA1152.1_SOX15","loss",1.81545653511182,0.00682317028509507,16,0.966070232430024,0.0480432709515863,30,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_62.bed","MA0119.1_NFIC::TLX1","gain",2.79878772168521,0.00708144942898235,9,1.79936608810962,0.00373321981023505,18,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_88.bed","MA0119.1_NFIC::TLX1","gain",2.79878772168521,0.00708144942898235,9,1.79936608810962,0.00373321981023505,18,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_107.bed","MA0478.1_FOSL2","gain",2.79334660184786,0.0260822985271188,7,1.76631326295825,0.023046309012837,13,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_145.bed","MA0478.1_FOSL2","gain",2.79334660184786,0.0260822985271188,7,1.76631326295825,0.023046309012837,13,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"Superenhancers","regionSet_61.bed","NHLF","gain",3.01925075264854,0.0260822985271188,6,1.85592394178101,0.0480432709515863,10,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_114.bed","MA0490.1_JUNB","gain",2.78200000550786,0.0260822985271188,7,1.88949242480656,0.00851846875117233,14,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_156.bed","MA0490.1_JUNB","gain",2.78200000550786,0.0260822985271188,7,1.88949242480656,0.00851846875117233,14,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_279.bed","MA0772.1_IRF7","loss",1.58558693107468,0.0285363137343423,16,1.35571429212727,5.11145748495203e-05,43,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_376.bed","MA0772.1_IRF7","loss",1.58558693107468,0.0285363137343423,16,1.35571429212727,5.11145748495203e-05,43,"T_mem_CD8","HIV_ctrl vs HIV_acu",TRUE,TRUE,"significant in both"
"Superenhancers","regionSet_79.bed","UCSD_Right_Ventricle","gain",3.34514906709151,0.0833880741605976,4,2.35823459008669,0.0385328371697435,7,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_214.bed","tcf_lef","loss",0.932193287854162,0.185872723033503,36,0.832037902315373,0.00139753551601468,106,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_313.bed","MA0806.1_TBX4","loss",1.30238005469674,0.207370213587605,13,0.933703841084664,0.0480432709515863,32,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_410.bed","MA0806.1_TBX4","loss",1.30238005469674,0.207370213587605,13,0.933703841084664,0.0480432709515863,32,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_308.bed","MA0801.1_MGA","loss",1.30425141477994,0.240894558185105,12,0.96675921188154,0.0480432709515863,30,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_405.bed","MA0801.1_MGA","loss",1.30425141477994,0.240894558185105,12,0.96675921188154,0.0480432709515863,30,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_128.bed","MA0511.2_RUNX2","gain",2.2641362651256,0.25272641249608,5,2.17785542349842,0.000932601231469956,15,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_177.bed","MA0511.2_RUNX2","gain",2.2641362651256,0.25272641249608,5,2.17785542349842,0.000932601231469956,15,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_314.bed","MA0807.1_TBX5","loss",1.14461558303623,0.377982259536957,12,1.01763169071968,0.0197990120241907,34,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_411.bed","MA0807.1_TBX5","loss",1.14461558303623,0.377982259536957,12,1.01763169071968,0.0197990120241907,34,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"EnsemblRegBuild","regionSet_6.bed","TF binding site","loss",1.52641582063308,0.378784614355893,7,1.25620521169586,0.0480432709515863,18,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_426.bed","MA1132.1_JUN::JUNB","loss",1.38297890658923,0.49346050315989,7,1.35646304508363,0.0140113012562584,21,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_552.bed","MA1132.1_JUN::JUNB","loss",1.38297890658923,0.49346050315989,7,1.35646304508363,0.0140113012562584,21,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_424.bed","MA1130.1_FOSL2::JUN","loss",1.27958313544326,0.49346050315989,8,1.18382733803403,0.0300975173252507,23,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_550.bed","MA1130.1_FOSL2::JUN","loss",1.27958313544326,0.49346050315989,8,1.18382733803403,0.0300975173252507,23,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_133.bed","MA0523.1_TCF7L2","loss",1.09882979409837,0.603622352829239,9,1.07096710404621,0.0345967960811604,27,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_189.bed","MA0523.1_TCF7L2","loss",1.09882979409837,0.603622352829239,9,1.07096710404621,0.0345967960811604,27,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_199.bed","MA0684.1_RUNX3","gain",1.78770498976936,0.694024245359719,4,2.11093296506115,0.00140676636937569,15,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_288.bed","MA0684.1_RUNX3","gain",1.78770498976936,0.694024245359719,4,2.11093296506115,0.00140676636937569,15,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_7.bed","batf","loss",0.638963005888792,0.770271915959032,24,0.717799819198034,0.023046309012837,76,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_101.bed","MA0472.2_EGR2","gain",1.4843022189727,0.773562940607891,5,1.63579491641477,0.0142103085793726,17,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_139.bed","MA0472.2_EGR2","gain",1.4843022189727,0.773562940607891,5,1.63579491641477,0.0142103085793726,17,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_93.bed","MA0462.1_BATF::JUN","loss",1.05981851716288,0.818876087682749,7,1.31344666566418,0.00721093246560939,25,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_129.bed","MA0462.1_BATF::JUN","loss",1.05981851716288,0.818876087682749,7,1.31344666566418,0.00721093246560939,25,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_3.bed","ap1_1","loss",0.502035678361608,0.924331066919367,41,0.600822205974492,0.0482430998087557,129,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_1.bed","MA0002.2_RUNX1","gain",1.10515097656325,1,5,1.47724847970289,0.023046309012837,19,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_184.bed","MA0518.1_Stat4","loss",0.686069787126075,1,9,1.04267490816886,0.0154302655084236,34,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_68.bed","MA0137.3_STAT1","loss",0.640005765817641,1,7,1.01867072302737,0.0480432709515863,27,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_97.bed","MA0137.3_STAT1","loss",0.640005765817641,1,7,1.01867072302737,0.0480432709515863,27,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_93.bed","MA0462.1_BATF::JUN","gain",1.070023410771,1,2,1.83370940274546,0.0480432709515863,10,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_129.bed","MA0462.1_BATF::JUN","gain",1.070023410771,1,2,1.83370940274546,0.0480432709515863,10,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"EnsemblRegBuildBP","regionSet_1.bed","distal","loss",0.326668058320274,1,6,1.00898528699862,0.0480432709515863,28,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
"Superenhancers","regionSet_47.bed","HCC1954","loss",-0.355052530859751,1,1,1.80563248828234,0.0126045305346114,13,"T_mem_CD8","HIV_ctrl vs HIV_acu",FALSE,TRUE,"adjusted only"
