"collection","filename","description","userSet","log2OR_unadj","qValue_unadj","support_unadj","log2OR_adj","qValue_adj","support_adj","cell","comparison","sig_unadj","sig_adj","agreement"
"TF_motifs_vert","regionSet_231.bed","MA0627.1_Pou2f3","gain",0.720364127762228,0.0395335910937219,38,0.874063901157641,0.0673667330528526,25,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_254.bed","znf354","loss",0.498634583449675,0.0395335910937219,243,0.533770272654342,0.112912936118842,164,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_61.bed","hand1","loss",0.439256099664272,0.0424137029658147,162,0.0477781649969641,1,94,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_144.bed","MA0599.1_KLF5","loss",0.438394928467653,0.0431363594947183,159,0.181000000911613,0.772261514825027,97,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_203.bed","MA0599.1_KLF5","loss",0.438394928467653,0.0431363594947183,159,0.181000000911613,0.772261514825027,97,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"RepeatMasker","regionSet_2.bed","LINE","gain",0.37269476001659,0.045794153007395,153,0.283669119888643,0.414572914480014,87,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_252.bed","znf332","loss",0.438390423637029,0.0462653706604214,194,0.136681209416201,0.911144265649603,119,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"Superenhancers","regionSet_66.bed","u87","gain",0.623795807695339,0.0463575005798711,48,0.75135923747505,0.083795756879634,31,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_345.bed","MA0842.1_NRL","gain",0.683854766598472,0.0463575005798711,40,0.878381032978414,0.0506656525292594,27,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_446.bed","MA0842.1_NRL","gain",0.683854766598472,0.0463575005798711,40,0.878381032978414,0.0506656525292594,27,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_176.bed","rbpj","loss",0.452771817211187,0.0463575005798711,217,0.587344466275824,0.0459441876126473,150,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_33.bed","ebox_cagatgg","loss",0.579733715003554,0.0488213560654882,276,0.152256527543158,0.953965909881595,176,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_193.bed","sox_1","gain",0.334064911437951,0.0488213560654882,407,0.127692840792444,0.838210442154569,231,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_25.bed","MA0057.1_MZF1(var.2)","loss",0.623771004965816,0.049991137547753,50,0.792660045501108,0.043311356383536,37,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_36.bed","MA0057.1_MZF1(var.2)","loss",0.623771004965816,0.049991137547753,50,0.792660045501108,0.043311356383536,37,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_147.bed","nr_3","loss",0.85706131779461,0.049991137547753,306,1.22594244523553,0.0411043284307374,208,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_197.bed","MA0680.1_PAX7","gain",1.31149734427164,0.049991137547753,12,1.05083951435886,0.445439202442904,6,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_284.bed","MA0680.1_PAX7","gain",1.31149734427164,0.049991137547753,12,1.05083951435886,0.445439202442904,6,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_131.bed","MA0517.1_STAT1::STAT2","loss",0.510109378416194,0.0569941338997357,76,0.654689672118284,0.0493446920396656,55,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_183.bed","MA0517.1_STAT1::STAT2","loss",0.510109378416194,0.0569941338997357,76,0.654689672118284,0.0493446920396656,55,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_18.bed","cux_1","gain",0.502340863400593,0.060094363614385,68,0.782916491045179,0.014809655484613,48,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_356.bed","MA0856.1_RXRG","loss",0.772695615800775,0.060094363614385,30,0.986461443443595,0.047371176807639,23,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_460.bed","MA0856.1_RXRG","loss",0.772695615800775,0.060094363614385,30,0.986461443443595,0.047371176807639,23,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_47.bed","MA0093.2_USF1","loss",0.716614854685076,0.0642155347369437,34,0.991518721617928,0.0270062674341807,27,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_67.bed","MA0093.2_USF1","loss",0.716614854685076,0.0642155347369437,34,0.991518721617928,0.0270062674341807,27,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_102.bed","irf_4","loss",0.767119502306309,0.0683083878329572,29,1.10383490797251,0.0192619644878944,24,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_107.bed","lef1","loss",0.411609608538874,0.0684698531396973,200,0.635369269747899,0.0214140096499961,142,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_244.bed","znf28","loss",0.409001345747281,0.0742464862246258,133,0.72680299051087,0.00435009335004205,101,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_449.bed","MA1418.1_IRF3","loss",0.525878600882049,0.0944467088356788,56,0.847405450358959,0.0139661086329698,45,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_576.bed","MA1418.1_IRF3","loss",0.525878600882049,0.0944467088356788,56,0.847405450358959,0.0139661086329698,45,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"Gencode","regionSet_1.bed","genes_lincRNA","loss",0.759923486768586,0.0944467088356788,26,1.05379608794662,0.0423995908781795,21,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_77.bed","hd_23","gain",0.409175061997463,0.101064185125067,84,0.631321933845902,0.0411043284307374,57,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_223.bed","MA0619.1_LIN54","gain",0.634732871430703,0.110279251504269,33,1.00582345734711,0.0280196765932067,25,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_144.bed","nr_19","loss",0.400699044543014,0.136227763403704,246,0.70487363647514,0.0286404415740183,173,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_55.bed","MA0104.4_MYCN","loss",0.702185410992403,0.140139330486638,25,1.05768305689955,0.0416197936153492,21,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_75.bed","MA0104.4_MYCN","loss",0.702185410992403,0.140139330486638,25,1.05768305689955,0.0416197936153492,21,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_169.bed","prdm1","loss",0.334664953105729,0.163148705643145,153,0.636154500578686,0.0159216647176114,114,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_332.bed","MA0728.1_Nr2f6(var.2)","gain",0.366449163586553,0.171521726615425,80,0.670463088794661,0.0270062674341807,57,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_7.bed","MA0025.1_NFIL3","gain",0.656339532646332,0.234312230251626,20,1.19256184722014,0.0377764433034866,17,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_12.bed","MA0025.1_NFIL3","gain",0.656339532646332,0.234312230251626,20,1.19256184722014,0.0377764433034866,17,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_184.bed","scrt1","gain",0.282693114118716,0.246307053272419,107,0.55097028978059,0.0473060467608555,74,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_175.bed","MA0509.1_Rfx1","loss",0.497502600269444,0.287734625970147,30,0.973238527206865,0.0307751687605544,27,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs","regionSet_378.bed","MA0891.1_GSC2","gain",0.556575285185011,0.308984357097427,22,1.19812289916745,0.0192619644878944,20,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motifs_vert","regionSet_495.bed","MA0891.1_GSC2","gain",0.556575285185011,0.308984357097427,22,1.19812289916745,0.0192619644878944,20,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_138.bed","nr_13","gain",0.194982177939248,0.325854597691346,225,0.500196972421083,0.0178040986799172,152,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_81.bed","hd_4","gain",0.202739226744101,0.351933338030963,168,0.491619021682567,0.0348295534878863,115,"Mono_CD14","C19_sev vs C19_ctrl",FALSE,TRUE,"adjusted only"
"TF_motif_clusters","regionSet_10.bed","ccaat_cebp","gain",1.95496385829879,2.78532593164883e-27,209,1.83104857333645,3.48520092903009e-14,126,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_115.bed","MA0491.1_JUND","gain",1.83513093549759,2.83599819922633e-14,74,1.92092941056568,6.79705029584555e-10,48,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_157.bed","MA0491.1_JUND","gain",1.83513093549759,2.83599819922633e-14,74,1.92092941056568,6.79705029584555e-10,48,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_15.bed","creb_atf_3","gain",1.47176216732755,6.04803573059148e-14,123,1.39958952660633,1.23589873638934e-07,74,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_50.bed","MA0099.3_FOS::JUN","gain",1.88377070576307,3.31174759049178e-13,63,1.78435091217718,4.71445420968011e-07,37,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_70.bed","MA0099.3_FOS::JUN","gain",1.88377070576307,3.31174759049178e-13,63,1.78435091217718,4.71445420968011e-07,37,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_435.bed","MA1141.1_FOS::JUND","gain",1.77685745412128,3.53867275113439e-13,70,1.71457509641586,2.58083250610363e-07,42,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_561.bed","MA1141.1_FOS::JUND","gain",1.77685745412128,3.53867275113439e-13,70,1.71457509641586,2.58083250610363e-07,42,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_429.bed","MA1135.1_FOSB::JUNB","gain",1.90646264980509,4.06515905323846e-13,60,1.7961255278851,8.06244441769327e-07,35,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_555.bed","MA1135.1_FOSB::JUNB","gain",1.90646264980509,4.06515905323846e-13,60,1.7961255278851,8.06244441769327e-07,35,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_106.bed","MA0477.1_FOSL1","gain",1.64806828245116,9.24181144841064e-13,78,1.90319544182346,1.35092928202237e-10,55,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_144.bed","MA0477.1_FOSL1","gain",1.64806828245116,9.24181144841064e-13,78,1.90319544182346,1.35092928202237e-10,55,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_424.bed","MA1130.1_FOSL2::JUN","gain",1.82759476195288,1.15221555137612e-12,62,1.65810079530674,5.09265734061897e-06,35,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_550.bed","MA1130.1_FOSL2::JUN","gain",1.82759476195288,1.15221555137612e-12,62,1.65810079530674,5.09265734061897e-06,35,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_107.bed","MA0478.1_FOSL2","gain",1.62841659160965,4.76184863587379e-12,74,1.7942056777848,4.16325493739539e-09,50,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_145.bed","MA0478.1_FOSL2","gain",1.62841659160965,4.76184863587379e-12,74,1.7942056777848,4.16325493739539e-09,50,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_105.bed","MA0476.1_FOS","gain",1.67615098321258,7.40409032480211e-12,68,1.96166970457849,2.40108876181077e-10,49,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_143.bed","MA0476.1_FOS","gain",1.67615098321258,7.40409032480211e-12,68,1.96166970457849,2.40108876181077e-10,49,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_438.bed","MA1144.1_FOSL2::JUND","gain",1.81572017612078,1.52588502573132e-11,56,1.77744066591618,1.40376762185313e-06,34,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_564.bed","MA1144.1_FOSL2::JUND","gain",1.81572017612078,1.52588502573132e-11,56,1.77744066591618,1.40376762185313e-06,34,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_432.bed","MA1138.1_FOSL2::JUNB","gain",1.84285042307168,1.68109682882488e-11,54,1.76242521906625,3.71115193594456e-06,32,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_558.bed","MA1138.1_FOSL2::JUNB","gain",1.84285042307168,1.68109682882488e-11,54,1.76242521906625,3.71115193594456e-06,32,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_53.bed","MA0102.3_CEBPA","gain",1.72354140127558,6.24594814600314e-11,58,1.28722289448063,0.00291576718954432,28,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_73.bed","MA0102.3_CEBPA","gain",1.72354140127558,6.24594814600314e-11,58,1.28722289448063,0.00291576718954432,28,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_114.bed","MA0490.1_JUNB","gain",1.54874232853343,8.50506408310953e-11,71,1.67293717853745,1.23589873638934e-07,47,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_156.bed","MA0490.1_JUNB","gain",1.54874232853343,8.50506408310953e-11,71,1.67293717853745,1.23589873638934e-07,47,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_422.bed","MA1128.1_FOSL1::JUN","gain",1.67716299455999,8.50506408310953e-11,60,1.56725684133848,1.71087964233277e-05,35,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_548.bed","MA1128.1_FOSL1::JUN","gain",1.67716299455999,8.50506408310953e-11,60,1.56725684133848,1.71087964233277e-05,35,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_428.bed","MA1134.1_FOS::JUNB","gain",1.7317831402022,2.02604879972943e-10,54,1.65159774205444,1.54321806739712e-05,32,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_554.bed","MA1134.1_FOS::JUNB","gain",1.7317831402022,2.02604879972943e-10,54,1.65159774205444,1.54321806739712e-05,32,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_113.bed","MA0489.1_JUN(var.2)","gain",1.56623766804944,5.14180973777067e-10,63,1.65440353167225,8.06244441769327e-07,41,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_155.bed","MA0489.1_JUN(var.2)","gain",1.56623766804944,5.14180973777067e-10,63,1.65440353167225,8.06244441769327e-07,41,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_3.bed","ap1_1","gain",1.15398811855647,1.40764584156135e-09,211,1.34644239332306,2.34013942078699e-07,136,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_121.bed","MA0501.1_MAF::NFE2","gain",1.54683782896206,2.83915095616458e-09,59,1.51760551561774,2.48471557862449e-05,36,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_167.bed","MA0501.1_MAF::NFE2","gain",1.54683782896206,2.83915095616458e-09,59,1.51760551561774,2.48471557862449e-05,36,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_431.bed","MA1137.1_FOSL1::JUNB","gain",1.6913315647372,4.85719091297992e-09,48,1.52462722365513,0.000393718075908487,27,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_557.bed","MA1137.1_FOSL1::JUNB","gain",1.6913315647372,4.85719091297992e-09,48,1.52462722365513,0.000393718075908487,27,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"EnsemblRegBuild","regionSet_3.bed","Open chromatin","gain",1.47326608153061,5.00127092114526e-09,63,1.56154455449571,3.67105377628008e-06,41,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_344.bed","MA0841.1_NFE2","gain",1.61588115370214,7.57300176099904e-09,51,1.68952925567408,6.35633186689376e-06,33,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_445.bed","MA0841.1_NFE2","gain",1.61588115370214,7.57300176099904e-09,51,1.68952925567408,6.35633186689376e-06,33,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_426.bed","MA1132.1_JUN::JUNB","gain",1.67957418583515,8.26717486519627e-09,47,1.48547053861839,0.000680161363322561,26,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_552.bed","MA1132.1_JUN::JUNB","gain",1.67957418583515,8.26717486519627e-09,47,1.48547053861839,0.000680161363322561,26,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_174.bed","MA0655.1_JDP2","gain",1.75303501894026,9.25961565770287e-09,43,1.57622616892728,0.000547371984781325,24,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_259.bed","MA0655.1_JDP2","gain",1.75303501894026,9.25961565770287e-09,43,1.57622616892728,0.000547371984781325,24,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_436.bed","MA1142.1_FOSL1::JUND","gain",1.62791258785858,4.86331961933568e-08,45,1.50797001096972,0.000547371984781325,26,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_562.bed","MA1142.1_FOSL1::JUND","gain",1.62791258785858,4.86331961933568e-08,45,1.50797001096972,0.000547371984781325,26,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_337.bed","MA0833.1_ATF4","gain",1.74821830090681,5.54913103525423e-08,39,1.59125288092383,0.000889049674452655,22,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_437.bed","MA0833.1_ATF4","gain",1.74821830090681,5.54913103525423e-08,39,1.59125288092383,0.000889049674452655,22,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"EnsemblRegBuildBP","regionSet_2.bed","dnase","gain",2.32038833976172,1.04872235175616e-07,23,2.39725223182533,4.54907358879872e-05,15,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_110.bed","MA0150.2_Nfe2l2","gain",1.34804653849211,1.13173657396881e-07,62,1.4202431046845,3.44183152093809e-05,40,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_341.bed","MA0837.1_CEBPE","gain",2.0188730251993,6.38968420450286e-07,26,2.00507247108275,0.000487084627286156,16,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_441.bed","MA0837.1_CEBPE","gain",2.0188730251993,6.38968420450286e-07,26,2.00507247108275,0.000487084627286156,16,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_93.bed","MA0462.1_BATF::JUN","gain",1.45409216133493,6.68742492862038e-07,47,1.44499694871091,0.000487084627286156,29,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_129.bed","MA0462.1_BATF::JUN","gain",1.45409216133493,6.68742492862038e-07,47,1.44499694871091,0.000487084627286156,29,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_84.bed","hd_7","gain",1.29421989264739,1.18517861592701e-06,57,1.32686320264644,0.000370111223564171,36,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_63.bed","MA0089.1_MAFG::NFE2L1","gain",1.01675252816382,2.47292182179593e-06,94,1.11327018606623,0.000141536659454787,61,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_96.bed","MA0466.2_CEBPB","gain",1.95252605253165,2.47292182179593e-06,25,2.00083120395655,0.000487084627286156,16,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_133.bed","MA0466.2_CEBPB","gain",1.95252605253165,2.47292182179593e-06,25,2.00083120395655,0.000487084627286156,16,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"RepeatMasker","regionSet_10.bed","SINE","gain",0.874357664611582,5.94448822762215e-06,147,0.778909841422081,0.0070013662864523,88,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"EnsemblRegBuild","regionSet_2.bed","Enhancer","gain",1.23989220344494,8.49822852400967e-06,53,1.0816655104891,0.0147370173726169,30,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_395.bed","MA1101.1_BACH2","gain",1.14908297166452,2.20274378017811e-05,57,1.23099177115933,0.000797312620392944,37,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_521.bed","MA1101.1_BACH2","gain",1.14908297166452,2.20274378017811e-05,57,1.23099177115933,0.000797312620392944,37,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_340.bed","MA0836.1_CEBPD","gain",1.82583365095751,5.26019251188037e-05,22,1.86485894499551,0.0032382488768699,14,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_440.bed","MA0836.1_CEBPD","gain",1.82583365095751,5.26019251188037e-05,22,1.86485894499551,0.0032382488768699,14,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"RepeatMasker","regionSet_1.bed","DNA","gain",1.15401228668002,6.16742733974635e-05,51,0.754829163720162,0.281370863255988,25,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs","regionSet_342.bed","MA0838.1_CEBPG","gain",1.66953262455764,0.000108157195993051,24,1.57281976580649,0.0199151226351189,14,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_442.bed","MA0838.1_CEBPG","gain",1.66953262455764,0.000108157195993051,24,1.57281976580649,0.0199151226351189,14,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_22.bed","ddit3cebpa","gain",0.98729367847898,0.000290388009667889,60,0.827191119690878,0.0891593388679311,34,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_23.bed","dmrt1","gain",0.895123224639519,0.000450217683151725,71,0.851378080778673,0.0306122189878488,43,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_4.bed","ap1_2","gain",0.745137824629285,0.000535872320747171,211,0.717846101536684,0.0282533014239323,130,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_195.bed","MA0591.1_Bach1::Mafk","gain",0.945233160454869,0.00118271454581996,55,1.13864281368858,0.00216928030080707,38,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_238.bed","znf146","gain",0.971373135555705,0.00132309372274057,51,0.701292199199024,0.322032012377502,27,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_112.bed","mef2","gain",0.710566128337466,0.00173662090976906,107,0.699779483580097,0.0431990901367824,66,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
"Superenhancers","regionSet_30.bed","CD20","loss",1.73872023504924,0.00267452640797778,18,1.76476947887812,0.0492944004844441,11,"Mono_CD14","C19_mod vs C19_ctrl",TRUE,TRUE,"significant in both"
