"embedding","PC","pc_index","var_explained","covariate","r2","p","n","p_adj"
"Harmony","PC3",3,0.0662952627995992,"QC_nCells",0.00254061380205524,0.145842129913708,834,0.182302662392135
"Harmony","PC3",3,0.0662952627995992,"QC_meanTSS",0.00113281701649852,0.331643045176892,834,0.552738408628154
"Harmony","PC3",3,0.0662952627995992,"QC_meanLog10Frags",0.00109597069342435,0.339637384876671,834,0.566062308127784
"Harmony","PC3",3,0.0662952627995992,"QC_meanFRIP",7.77383156861297e-07,0.979716537674242,834,0.979716537674242
"Harmony","PC4",4,0.0567819545623112,"CellType",0.503637495075021,4.94368624508301e-117,834,4.94368624508301e-117
"Harmony","PC4",4,0.0567819545623112,"Cohort",0.0202593388834482,0.000707368054358887,834,0.00372160664029193
"Harmony","PC4",4,0.0567819545623112,"Control_status",0.00136561167940448,0.286439241146016,834,0.477398735243361
"Harmony","PC4",4,0.0567819545623112,"Exposure_group",0.101050622183919,3.46747415632127e-13,834,3.46747415632127e-12
"Harmony","PC4",4,0.0567819545623112,"Age",0.00518421189647834,0.0913205928959481,551,0.474761006723899
"Harmony","PC4",4,0.0567819545623112,"Sex_observed",0.013571860043739,0.006186525863932,551,0.06186525863932
"Harmony","PC4",4,0.0567819545623112,"Sex_predicted",0.00327139094577056,0.0988115375903393,834,0.592902402734561
"Harmony","PC4",4,0.0567819545623112,"Sampling_day",6.40477837990245e-06,0.959255602678873,410,0.996871945501572
