"embedding","Dim","covariate","r2_grouped","p_grouped","n_grouped","n_groups","unit_grouped","r2_cell","p_cell","n_cells","per_cell_value","p_cell_adj"
"Harmony","Dim4","QC_meanFRIP",0.0115619905094378,0.00309240639328194,834,91,"per pseudobulk, sample-adjusted",0.0227074210653511,0,271299,TRUE,0
"Harmony","Dim5","CellType",0.681628033052235,5.96560296694774e-312,834,91,"per pseudobulk, sample-adjusted",0.368110137858718,0,271299,TRUE,0
"Harmony","Dim5","Cohort",0.103507646036386,0.0756727072373196,91,91,"per sample",0.000847030220974759,1.45874233812878e-49,271299,FALSE,2.91748467625755e-49
"Harmony","Dim5","Control_status",0.000280764931932109,0.874737443920038,91,91,"per sample",0.000635895249749682,2.03072878669778e-39,271299,FALSE,3.38454797782963e-39
"Harmony","Dim5","Exposure_group",0.290524611225436,0.0322135953839591,91,91,"per sample",0.0155175911020356,0,271299,FALSE,0
"Harmony","Dim5","Age",0.0112276329496025,0.570967873546704,62,62,"per sample",0.000428837649595874,2.8626586245344e-16,155962,FALSE,5.7253172490688e-16
"Harmony","Dim5","Sex_observed",0.169589100200582,0.00882582292905786,62,62,"per sample",0.00140744943437947,1.07301598779527e-49,155962,FALSE,2.68253996948816e-49
"Harmony","Dim5","Sex_predicted",0.0261044831488315,0.781237939203405,91,91,"per sample",0.00321751970224976,3.77393169801848e-192,271299,FALSE,1.88696584900924e-191
"Harmony","Dim5","Days_from_onset",0.00313748196488224,0.901390554643716,50,50,"per sample",0.000307448950715823,2.41425982240643e-10,130407,FALSE,3.01782477800803e-10
"Harmony","Dim5","QC_nCells",0.00659108524822492,0.0496095439638654,834,91,"per pseudobulk, sample-adjusted",0.00713266611169797,0,271299,FALSE,0
"Harmony","Dim5","QC_meanTSS",0.106137799017732,1.2596688417719e-13,834,91,"per pseudobulk, sample-adjusted",0.00478988206687781,3.07695558150768e-285,271299,TRUE,3.41883953500853e-285
"Harmony","Dim5","QC_meanLog10Frags",0.0466664056862148,4.69396843508377e-06,834,91,"per pseudobulk, sample-adjusted",0.00769382181282209,0,271299,TRUE,0
"Harmony","Dim5","QC_meanFRIP",0.0131156657194431,0.0171494282742629,834,91,"per pseudobulk, sample-adjusted",0.0090951122713544,0,271299,TRUE,0
"Harmony","Dim6","CellType",0.537158324996546,4.10896091484198e-283,834,91,"per pseudobulk, sample-adjusted",0.231346612565697,0,271299,TRUE,0
"Harmony","Dim6","Cohort",0.069781515335171,0.241640504688434,91,91,"per sample",8.50634432503049e-05,3.8893307996619e-05,271299,FALSE,3.8893307996619e-05
"Harmony","Dim6","Control_status",0.00136410688175682,0.809066584127628,91,91,"per sample",0.00188291240774915,3.29153657087464e-113,271299,FALSE,1.09717885695821e-112
"Harmony","Dim6","Exposure_group",0.241231847214065,0.0753354238516079,91,91,"per sample",0.0432964282678868,0,271299,FALSE,0
"Harmony","Dim6","Age",0.0339731398703333,0.37885531120292,62,62,"per sample",0.00982105886862755,0,155962,FALSE,0
"Harmony","Dim6","Sex_observed",0.0562671355561345,0.211345865511013,62,62,"per sample",0.00474676251121737,2.13157771262577e-163,155962,FALSE,2.13157771262577e-162
"Harmony","Dim6","Sex_predicted",0.00175145648415584,0.853233109022887,91,91,"per sample",0.00672020347254872,0,271299,FALSE,0
"Harmony","Dim6","Days_from_onset",0.00363491417226261,0.901390554643716,50,50,"per sample",0.00398580049901068,2.82761361438366e-115,130407,FALSE,2.82761361438366e-114
"Harmony","Dim6","QC_nCells",0.000239912337129583,0.634869635112227,834,91,"per pseudobulk, sample-adjusted",0.0262226849320948,0,271299,FALSE,0
"Harmony","Dim6","QC_meanTSS",0.00307236287444512,0.238431806520552,834,91,"per pseudobulk, sample-adjusted",0.00530733694409933,6.7174696812078e-316,271299,TRUE,8.39683710150975e-316
"Harmony","Dim6","QC_meanLog10Frags",0.329899012484365,3.45417404737041e-37,834,91,"per pseudobulk, sample-adjusted",0.228828507220935,0,271299,TRUE,0
"Harmony","Dim6","QC_meanFRIP",0.186084259808516,1.17066689262973e-13,834,91,"per pseudobulk, sample-adjusted",0.106429412248793,0,271299,TRUE,0
"Harmony","Dim7","CellType",0.916058567642191,0,834,91,"per pseudobulk, sample-adjusted",0.608838398199458,0,271299,TRUE,0
"Harmony","Dim7","Cohort",0.0174227998055411,0.673556318960024,91,91,"per sample",0.000302531307929078,1.09430205518339e-17,271299,FALSE,1.36787756897924e-17
"Harmony","Dim7","Control_status",0.0082549825893309,0.730188288874924,91,91,"per sample",0.00027473963296103,5.92374274770581e-18,271299,FALSE,7.40467843463226e-18
"Harmony","Dim7","Exposure_group",0.18207035160962,0.245470015581413,91,91,"per sample",0.00537126328589199,1.04775173139663e-304,271299,FALSE,1.1641685904407e-304
"Harmony","Dim7","Age",0.0899233354077757,0.0894422424537157,62,62,"per sample",0.000398009942919093,3.28815959607744e-15,155962,FALSE,5.4802659934624e-15
"Harmony","Dim7","Sex_observed",0.00211922713692372,0.838390832605825,62,62,"per sample",0.00148036834301572,3.52103006582827e-52,155962,FALSE,1.17367668860942e-51
"Harmony","Dim7","Sex_predicted",0.000983567084358361,0.853233109022887,91,91,"per sample",0.0026497607368588,1.46127020748058e-158,271299,FALSE,4.87090069160192e-158
"Harmony","Dim7","Days_from_onset",0.00251913889605664,0.901390554643716,50,50,"per sample",0.000487123947448723,1.5725250119646e-15,130407,FALSE,3.93131252991151e-15
"Harmony","Dim7","QC_nCells",0.0150841905499106,0.00124455696278149,834,91,"per pseudobulk, sample-adjusted",0.00215472964059906,2.77139294450332e-129,271299,FALSE,3.95913277786189e-129
"Harmony","Dim7","QC_meanTSS",0.0434342231234795,2.37359011246418e-09,834,91,"per pseudobulk, sample-adjusted",0.0202591906165392,0,271299,TRUE,0
"Harmony","Dim7","QC_meanLog10Frags",0.0353584181772022,1.1223700777294e-07,834,91,"per pseudobulk, sample-adjusted",0.0433370476072038,0,271299,TRUE,0
"Harmony","Dim7","QC_meanFRIP",0.0297260258445102,1.87464507580331e-06,834,91,"per pseudobulk, sample-adjusted",0.0306307383368115,0,271299,TRUE,0
"Harmony","Dim8","CellType",0.758779074405966,7.89512998498252e-285,834,91,"per pseudobulk, sample-adjusted",0.391556909922578,0,271299,TRUE,0
"Harmony","Dim8","Cohort",0.0545981333643222,0.34534744488736,91,91,"per sample",0.000467979215716194,2.40766984408496e-27,271299,FALSE,4.01278307347493e-27
"Harmony","Dim8","Control_status",0.00362528471467125,0.809066584127628,91,91,"per sample",0.00153837208992037,7.82035824110118e-93,271299,FALSE,1.9550895602753e-92
"Harmony","Dim8","Exposure_group",0.209600089541319,0.160495778849415,91,91,"per sample",0.0111872271125762,0,271299,FALSE,0
"Harmony","Dim8","Age",0.161816271243731,0.0119085034818347,62,62,"per sample",0.0014363758855495,1.10968874275752e-50,155962,FALSE,2.77422185689381e-50
"Harmony","Dim8","Sex_observed",0.00164137769630261,0.838390832605825,62,62,"per sample",0.000518688589147771,2.35590574391118e-19,155962,FALSE,4.71181148782236e-19
"Harmony","Dim8","Sex_predicted",0.0121025982455336,0.829363515380039,91,91,"per sample",0.00134308748966815,2.77742817135152e-81,271299,FALSE,4.62904695225253e-81
"Harmony","Dim8","Days_from_onset",0.00186657570450598,0.901390554643716,50,50,"per sample",0.00170833389752922,2.04021366705909e-50,130407,FALSE,1.02010683352954e-49
"Harmony","Dim8","QC_nCells",0.000270689413490786,0.634869635112227,834,91,"per pseudobulk, sample-adjusted",5.44862362715945e-05,0.000120660981752288,271299,FALSE,0.000120660981752288
"Harmony","Dim8","QC_meanTSS",0.0206222028669235,5.15957075618928e-05,834,91,"per pseudobulk, sample-adjusted",0.00953785717653732,0,271299,TRUE,0
"Harmony","Dim8","QC_meanLog10Frags",0.020968261733006,3.78807852844435e-05,834,91,"per pseudobulk, sample-adjusted",0.0138109641848042,0,271299,TRUE,0
"Harmony","Dim8","QC_meanFRIP",0.0296087517476888,1.87464507580331e-06,834,91,"per pseudobulk, sample-adjusted",0.00930008819065772,0,271299,TRUE,0
"Harmony","Dim9","CellType",0.816895133759602,0,834,91,"per pseudobulk, sample-adjusted",0.322069969701913,0,271299,TRUE,0
"Harmony","Dim9","Cohort",0.027750315907229,0.535698003786721,91,91,"per sample",0.00149334648333878,1.46750361471856e-87,271299,FALSE,3.66875903679639e-87
"Harmony","Dim9","Control_status",0.107541020072556,0.00886921009755822,91,91,"per sample",0.00270003246032988,1.55288758591147e-161,271299,FALSE,7.76443792955738e-161
"Harmony","Dim9","Exposure_group",0.254348331276713,0.0744549098510654,91,91,"per sample",0.0141090091719875,0,271299,FALSE,0
"Harmony","Dim9","Age",0.00532057229421591,0.573155251054089,62,62,"per sample",0.000368202107447743,3.49301281419922e-14,155962,FALSE,4.99001830599889e-14
"Harmony","Dim9","Sex_observed",0.0116694617719205,0.672177024660327,62,62,"per sample",0.00157799912569797,1.66517411718071e-55,155962,FALSE,8.32587058590355e-55
"Harmony","Dim9","Sex_predicted",0.00300791390725812,0.853233109022887,91,91,"per sample",0.00218329922473387,5.66389124300773e-131,271299,FALSE,1.41597281075193e-130
"Harmony","Dim9","Days_from_onset",0.0230309719615879,0.901390554643716,50,50,"per sample",0.000388098330312109,1.12120185894971e-12,130407,FALSE,2.24240371789941e-12
"Harmony","Dim9","QC_nCells",0.00343690794210297,0.132886074646028,834,91,"per pseudobulk, sample-adjusted",0.0162764059087132,0,271299,FALSE,0
"Harmony","Dim9","QC_meanTSS",0.450803024678538,5.41225301443342e-57,834,91,"per pseudobulk, sample-adjusted",0.070337422880352,0,271299,TRUE,0
"Harmony","Dim9","QC_meanLog10Frags",0.0586970720593763,6.30114364292322e-12,834,91,"per pseudobulk, sample-adjusted",0.0406080021381627,0,271299,TRUE,0
"Harmony","Dim9","QC_meanFRIP",0.0118927130989019,0.00309240639328194,834,91,"per pseudobulk, sample-adjusted",0.00327739985266407,1.08064396667096e-195,271299,TRUE,1.54377709524423e-195
"Harmony","Dim10","CellType",0.681284195206629,1.82992298930836e-220,834,91,"per pseudobulk, sample-adjusted",0.155411333384172,0,271299,TRUE,0
"Harmony","Dim10","Cohort",0.043102679607991,0.346942488590082,91,91,"per sample",0.000101737564632963,4.40145010682747e-06,271299,FALSE,4.89050011869719e-06
"Harmony","Dim10","Control_status",0.104513182223914,0.00886921009755822,91,91,"per sample",0.00409740204807542,3.15519377134116e-244,271299,FALSE,3.15519377134116e-243
"Harmony","Dim10","Exposure_group",0.286723338480593,0.0322135953839591,91,91,"per sample",0.00940960250255496,0,271299,FALSE,0
"Harmony","Dim10","Age",0.00668169051518935,0.573155251054089,62,62,"per sample",0.000132829991282659,5.32280162610969e-06,155962,FALSE,6.65350203263712e-06
"Harmony","Dim10","Sex_observed",0.0174107720992189,0.613269663184078,62,62,"per sample",0.00032009762293993,1.59309000679957e-12,155962,FALSE,2.27584286685653e-12
"Harmony","Dim10","Sex_predicted",0.00748960807562633,0.829363515380039,91,91,"per sample",0.000895070693383383,8.995884928651e-55,271299,FALSE,1.28512641837871e-54
"Harmony","Dim10","Days_from_onset",9.9875699538542e-05,0.945084321094096,50,50,"per sample",0.000374701461848578,2.73235540259006e-12,130407,FALSE,4.55392567098343e-12
"Harmony","Dim10","QC_nCells",0.0760727296008167,1.27818923723429e-13,834,91,"per pseudobulk, sample-adjusted",0.00605581015045323,0,271299,FALSE,0
"Harmony","Dim10","QC_meanTSS",0.00518769995753102,0.0940282219093124,834,91,"per pseudobulk, sample-adjusted",0.00785882898641981,0,271299,TRUE,0
"Harmony","Dim10","QC_meanLog10Frags",0.00246338485711322,0.243426013725188,834,91,"per pseudobulk, sample-adjusted",0.0065539762987198,0,271299,TRUE,0
"Harmony","Dim10","QC_meanFRIP",0.00403511968776122,0.105655439219715,834,91,"per pseudobulk, sample-adjusted",0.0011813614860144,1.02538819576247e-71,271299,TRUE,1.28173524470308e-71
