"embedding","Dim","dim_index","var_share_between_samples","var_share_cells","depth_cor","covariate","r2","adj_r2","p","r2_partial_adjCohort","adj_r2_partial_adjCohort","p_adjCohort","n","n_group","unit","p_adj","p_adjCohort_bh"
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"Sampling_day",0.0311174957817264,-0.00763780438700445,0.384379393566136,0.0403455093946239,0.0019593297704088,0.383379531503525,50,24,"sample (LMM)",0.565844339267364,0.597519255119093
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"Viral_load",0.236052267977335,0.126916877688383,0.0524197932061553,0.236052267977335,0.126916877688383,0.0524197932061553,12,4,"sample (LMM)",0.0748854188659361,0.0748854188659361
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"Batch_C19",0.608323053797807,0.588739206487698,1.86746117716024e-05,0.608323053797807,0.588739206487698,1.86746117716024e-05,22,22,"donor",9.37703902208476e-05,9.37703902208476e-05
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"Supplier",0.925711481919101,0.923353116265739,2.71664815321466e-36,NA,NA,NA,66,66,"donor",2.71664815321466e-35,NA
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"QC_tss_cutoff",NA,NA,NA,0.000100638854447124,-0.0398953355913749,0.930112166297938,92,NA,NA,NA,0.930112166297938
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"QC_frag_cutoff",0.065058247344486,0.0276605772382653,0.196787759880241,NA,NA,NA,92,66,"sample (LMM)",0.281125371257488,NA
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"QC_nCells",0.233615448060685,0.202960065983112,0.0260615272984601,0.245770975255429,0.215601814265647,0.000364322171935908,92,66,"sample (LMM)",0.0651538182461504,0.00121440723978636
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"QC_meanTSS",NA,NA,NA,0.0177271394287114,-0.0215637749941402,0.562755650925193,92,NA,NA,NA,0.562755650925193
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"QC_meanLog10Frags",NA,NA,NA,-0.306809275904542,-0.359081646940724,2.80847849554052e-05,92,NA,NA,NA,7.02119623885129e-05
"IterativeLSI","Dim5",5,0.356677034368081,0.0713311253853288,0.478759546328334,"QC_meanFRIP",NA,NA,NA,-0.159020037387892,-0.205380838883408,0.391106940411846,92,NA,NA,NA,0.439995307963327
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Cohort",0.394564382614603,0.365269110805632,7.1707929809681e-07,NA,NA,NA,66,66,"donor",1.43415859619362e-06,NA
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Control_status",0.0647568362446913,0.0273471096944788,0.657647915995739,0.106669551553467,0.0709363336156059,0.362802060914809,92,66,"sample (LMM)",0.657647915995739,0.453502576143511
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Exposure_group",0.286445896712687,-0.427108206574626,4.37070374913465e-08,0.366530755257517,-0.0293875227065343,0.00142342116951284,92,66,"sample (LMM)",9.83408343555296e-08,0.00711710584756418
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Age",0.127808396309686,0.110364564235879,0.00926997996152183,0.0846823866889326,0.0656132697449521,0.040339298251286,52,52,"donor",0.0926997996152183,0.261484828130262
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Sex_observed",0.024969726347361,0.00546912087430795,0.26321182054714,0.111411959535958,0.0928997086929574,0.0178412989221049,52,52,"donor",0.975557497325039,0.0892064946105244
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Sex_predicted",0.0027078518912591,-0.0128748379229402,0.678175010653413,0.0174244888012869,0.00131669353573427,0.302413010069511,66,66,"donor",0.901192531857471,0.704337313359139
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Sampling_day",0.114921442305728,0.079518299997957,0.0773660230751309,0.120557298654408,0.0853795906005839,0.0893603982088133,50,24,"sample (LMM)",0.25788674358377,0.297867994029378
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Viral_load",0.50608090423596,0.435521033412526,0.00362124363283281,0.50608090423596,0.435521033412526,0.00362124363283281,12,4,"sample (LMM)",0.0232976382110249,0.0232976382110249
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Batch_C19",0.60816122242107,0.588569283542123,1.87540780441695e-05,0.60816122242107,0.588569283542123,1.87540780441695e-05,22,22,"donor",9.37703902208476e-05,9.37703902208476e-05
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"Supplier",0.356463896480651,0.336034178908608,9.33355032391995e-07,NA,NA,NA,66,66,"donor",1.86671006478399e-06,NA
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"QC_tss_cutoff",-0.0134037039857244,-0.0539398521451533,0.00027829430987407,0.00356277320776107,-0.0362947158639284,0.870857435442291,92,66,"sample (LMM)",0.000357806969838089,0.930112166297938
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"QC_frag_cutoff",0.335931346869307,0.309368600744079,8.60346391611794e-05,0.204985799859414,0.173185231853791,4.56508398157707e-07,92,66,"sample (LMM)",0.000860346391611794,4.10857558341936e-06
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"QC_nCells",0.00656507088384482,-0.0331723262808012,0.940073051170635,-0.117945659041126,-0.162663485402771,0.281830570927758,92,66,"sample (LMM)",0.940073051170635,0.427478807248263
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"QC_meanTSS",-0.222080911582366,-0.270964148045661,6.31755790592025e-05,0.0294473849929152,-0.00937471960736835,0.205981851444212,92,66,"sample (LMM)",0.000113716042306565,0.257477314305265
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"QC_meanLog10Frags",0.464168484976761,0.442735224375831,3.50687070873633e-20,0.508496557283657,0.488836419575003,1.32356950885473e-13,92,66,"sample (LMM)",2.80549656698906e-19,1.32356950885473e-12
"IterativeLSI","Dim6",6,0.0883588441636263,0.0335911785487329,0.646761295695013,"QC_meanFRIP",0.0954232989601382,0.0592402309185438,5.42419112528402e-14,0.123030937713696,0.0879521752222443,1.07742713827246e-07,92,66,"sample (LMM)",4.88177201275562e-13,9.69684424445215e-07
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Cohort",0.0671680028183738,0.0220309706966821,0.226520541475214,NA,NA,NA,66,66,"donor",0.226520541475214,NA
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Control_status",0.0236018212383846,-0.0154541059120801,0.545424926265424,0.0304690557698845,-0.00831218199932016,0.310541268910613,92,66,"sample (LMM)",0.606027695850472,0.443630384158018
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Exposure_group",0.116658089802475,-0.76668382039505,0.185037718780735,0.168628996042272,-0.350977881431308,0.267971971943524,92,66,"sample (LMM)",0.185037718780735,0.297746635492804
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Age",0.00838387367390669,-0.0114484488526152,0.518550457400955,0.00132491833900258,-0.0194808125289347,0.801848133382651,52,52,"donor",0.695862597632609,0.801848133382651
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Sex_observed",0.00064559462350631,-0.0193414934840237,0.858095927233185,0.00371290678407102,-0.0170430743245942,0.674223241928523,52,52,"donor",0.975557497325039,0.930729896149489
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Sex_predicted",0.000661133353494655,-0.014953536437857,0.837625163412501,6.42703850172016e-05,-0.0163281186250643,0.950277127786725,66,66,"donor",0.93069462601389,0.950277127786725
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Sampling_day",0.0199919627552351,-0.0192083587345555,0.509259905340628,0.0215350132651877,-0.0176035862042048,0.537767329607184,50,24,"sample (LMM)",0.565844339267364,0.597519255119093
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Viral_load",0.48688493379844,0.413582781483931,0.00465952764220498,0.48688493379844,0.413582781483931,0.00465952764220498,12,4,"sample (LMM)",0.0232976382110249,0.0232976382110249
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Batch_C19",0.0319786861137777,-0.0164223795805334,0.425882795187621,0.0319786861137777,-0.0164223795805334,0.425882795187621,22,22,"donor",0.532353493984526,0.532353493984526
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"Supplier",0.0608831718070177,0.0310699391659706,0.138250948197831,NA,NA,NA,66,66,"donor",0.138250948197831,NA
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"QC_tss_cutoff",-0.118788544578471,-0.163540086361609,0.0611926562557576,-0.0392345695319928,-0.0808039523132726,0.576487924747053,92,66,"sample (LMM)",0.0688417382877274,0.720609905933816
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"QC_frag_cutoff",0.13237665136893,0.0976717174236872,0.00187514594676849,0.0105920455235899,-0.0289842726554665,0.000666641468403185,92,66,"sample (LMM)",0.00937572973384244,0.00199992440520955
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"QC_nCells",0.0040696369577911,-0.0357675775638973,0.921767560145188,-0.00831705206241998,-0.0486497341449168,0.86603003937514,92,66,"sample (LMM)",0.940073051170635,0.981519776645398
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"QC_meanTSS",-0.146297890367747,-0.192149805982457,0.131322542614548,0.113652606777201,0.0781987110482892,0.345428144059521,92,66,"sample (LMM)",0.147737860441366,0.383809048955023
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"QC_meanLog10Frags",0.429643412110843,0.406829148595277,2.17284063898485e-07,0.548923313026651,0.530880245547717,3.54716216908173e-07,92,66,"sample (LMM)",8.69136255593941e-07,1.77358108454086e-06
"IterativeLSI","Dim7",7,0.0101720415628964,0.0185844009743525,0.251961423013127,"QC_meanFRIP",-0.201951289084164,-0.25002934064753,6.24781402814414e-05,-0.347015188383105,-0.400895795918429,0.000149492917500141,92,66,"sample (LMM)",8.03290375047103e-05,0.000269087251500253
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Cohort",0.140419367873282,0.0988267566413441,0.0238099698446322,NA,NA,NA,66,66,"donor",0.0297624623057903,NA
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Control_status",0.101127802993355,0.0651729151130886,0.177372149331315,0.0849138027351017,0.0483103548445056,0.0375730543367622,92,66,"sample (LMM)",0.549357249907772,0.17068516819221
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Exposure_group",0.0643429305791317,-0.871314138841737,0.00770054034540718,0.129855300450221,-0.413985136768391,0.0532834723215716,92,66,"sample (LMM)",0.00990069472980923,0.106566944643143
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Age",0.0269914247164596,0.00753125321078885,0.244486296639023,0.0472276643413594,0.0273782406818044,0.129520574534663,52,52,"donor",0.488972593278047,0.323801436336657
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Sex_observed",1.89633750604571e-05,-0.0199806573574384,0.975557497325039,0.000159056936659835,-0.0206709627104931,0.930729896149489,52,52,"donor",0.975557497325039,0.930729896149489
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Sex_predicted",0.00260930241899121,-0.012974927230712,0.68377018685003,0.000839586136091961,-0.0155400927797098,0.82164585184433,66,66,"donor",0.901192531857471,0.912939835382589
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Sampling_day",0.220239536893996,0.189049118369756,0.0176695546106808,0.221153576650635,0.18999971971666,0.0179032353875206,50,24,"sample (LMM)",0.166455508591656,0.165441643922761
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Viral_load",0.383435867393127,0.295355277020717,0.0118959399816066,0.383435867393127,0.295355277020717,0.0118959399816066,12,4,"sample (LMM)",0.0303529896529976,0.0303529896529976
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Batch_C19",0.046192346965162,-0.00149803568657969,0.33678951621671,0.046192346965162,-0.00149803568657969,0.33678951621671,22,22,"donor",0.532353493984526,0.532353493984526
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"Supplier",0.110989502508969,0.082766947033063,0.0245791584380373,NA,NA,NA,66,66,"donor",0.0273101760422637,NA
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"QC_tss_cutoff",0.040854209725642,0.00248837811466773,1.89698706577957e-05,0.00904171587510635,-0.0305966154898893,0.000215213745426982,92,66,"sample (LMM)",4.26822089800404e-05,0.000717379151423274
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"QC_frag_cutoff",0.249046360757731,0.21900821518804,0.0299188429857299,0.255005419994651,0.225205636794438,0.017543047984799,92,66,"sample (LMM)",0.0598376859714598,0.0315774863726382
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"QC_nCells",0.000200123525701721,-0.0397918715332701,0.0989230720293038,0.0169578739159679,-0.0223638111273934,0.188890174407621,92,66,"sample (LMM)",0.197846144058608,0.377780348815243
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"QC_meanTSS",-0.0623313772551443,-0.10482463234535,0.00227928120262157,-0.0402301213454036,-0.0818393261992196,0.0843946678690052,92,66,"sample (LMM)",0.00293050440337058,0.140657779781675
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"QC_meanLog10Frags",0.493174992748242,0.472901992458172,2.8122477275758e-05,0.51583532989702,0.496468743092901,0.000819631339237464,92,66,"sample (LMM)",5.62449545515159e-05,0.00163926267847493
"IterativeLSI","Dim8",8,0.0154053383725944,0.0151153773361023,0.162181605585564,"QC_meanFRIP",0.246660659399879,0.216527085775874,2.00233495272441e-07,0.236375415285156,0.205830431896563,5.08480527497321e-07,92,66,"sample (LMM)",4.50525364362992e-07,2.28816237373794e-06
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Cohort",0.682578456433392,0.66721934948662,1.88044622411311e-15,NA,NA,NA,66,66,"donor",9.40223112056555e-15,NA
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Control_status",0.169799201398135,0.136591169454061,0.174815347547829,0.103887974218052,0.0680434931867745,5.78404896374686e-05,92,66,"sample (LMM)",0.549357249907772,0.000578404896374686
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Exposure_group",-0.0650811917313247,-1.13016238346265,2.69535712649897e-17,0.388538053020381,0.00637433615811844,0.000414356825446902,92,66,"sample (LMM)",2.42582141384907e-16,0.00414356825446902
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Age",0.00578928093402476,-0.0140949334472946,0.591879778511854,0.00247676234023932,-0.0183049717776724,0.731434104815616,52,52,"donor",0.695862597632609,0.801848133382651
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Sex_observed",0.00158675780701086,-0.0183815070368489,0.779188629650272,0.000646632606843128,-0.0201732292138477,0.860851502473705,52,52,"donor",0.975557497325039,0.930729896149489
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Sex_predicted",0.00446141222340251,-0.0110938782106069,0.594128304179418,0.00217910024019124,-0.0141786194280025,0.716383641111133,66,66,"donor",0.901192531857471,0.912939835382589
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Sampling_day",0.0973117764518761,0.0612042475099512,0.113359896890022,0.105769682780343,0.0700004700915564,0.125294574436247,50,24,"sample (LMM)",0.283399742225056,0.313236436090619
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Viral_load",-0.0449768426568072,-0.194259248750637,0.281150319265852,-0.0449768426568072,-0.194259248750637,0.281150319265852,12,4,"sample (LMM)",0.312389243628724,0.312389243628724
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Batch_C19",0.400138664414498,0.370145597635223,0.00158274771780552,0.400138664414498,0.370145597635223,0.00158274771780552,22,22,"donor",0.0052758257260184,0.0052758257260184
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"Supplier",0.671966278582671,0.661552509648788,5.64199195902856e-16,NA,NA,NA,66,66,"donor",2.82099597951428e-15,NA
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"QC_tss_cutoff",-0.154751417357169,-0.200941474051456,2.28886938789138e-18,0.301757306316475,0.273827598569134,6.06238134533307e-06,92,66,"sample (LMM)",2.05998244910224e-17,6.06238134533307e-05
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"QC_frag_cutoff",0.126151898257541,0.0911979741878426,0.00646444950546935,-0.12826224467559,-0.173392734462613,9.76057449002739e-05,92,66,"sample (LMM)",0.0215481650182312,0.000439225852051232
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"QC_nCells",0.439731240136716,0.417320489742185,1.10563810509181e-08,0.379848475723657,0.355042414752604,1.98535100752884e-08,92,66,"sample (LMM)",1.10563810509181e-07,1.98535100752884e-07
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"QC_meanTSS",-0.0291592682942971,-0.0703256390260691,2.17696897520394e-16,0.165107772538538,0.13171208344008,0.000276817649532818,92,66,"sample (LMM)",1.95927207768355e-15,0.00138408824766409
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"QC_meanLog10Frags",-0.403233403604401,-0.459362739748577,0.0574879470074983,-0.166844431805622,-0.213518209077846,2.33603710667177e-06,92,66,"sample (LMM)",0.0766505960099977,7.78679035557255e-06
"IterativeLSI","Dim9",9,0.0147872118900256,0.0132117602604372,0.0845246100803553,"QC_meanFRIP",-0.0682564981568518,-0.110986758083126,6.30508418201897e-09,0.0107472748942809,-0.0288228341099479,0.927530400307262,92,66,"sample (LMM)",1.89152525460569e-08,0.927530400307262
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Cohort",0.130394273947405,0.0883165775255056,0.0330906995688364,NA,NA,NA,66,66,"donor",0.0367674439653738,NA
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Control_status",0.0300068264767111,-0.00879290046422065,0.469653474212853,0.045319277307671,0.00713204839997783,0.290355234388536,92,66,"sample (LMM)",0.587066842766066,0.443630384158018
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Exposure_group",0.0418409667124797,-0.916318066575041,0.151769842769829,0.205811416904203,-0.290556447530669,0.687453724159071,92,66,"sample (LMM)",0.170741073116057,0.687453724159071
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Age",0.0057202773065612,-0.0141653171473075,0.594102719756448,0.00193992032497056,-0.0188529980015926,0.761347319662058,52,52,"donor",0.695862597632609,0.801848133382651
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Sex_observed",0.0303327309912498,0.0109393856110748,0.216889948982942,0.0423948527604488,0.0224447455262914,0.151420683961706,52,52,"donor",0.975557497325039,0.504735613205687
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Sex_predicted",0.101556183909026,0.0875179992826043,0.00911081728748707,0.0982644797490306,0.0834819302367196,0.0123604579258873,66,66,"donor",0.0911081728748707,0.123604579258873
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Sampling_day",0.0290665980544526,-0.00977073802336914,0.42938460452466,0.0309041824921543,-0.0078596502081596,0.425111839949873,50,24,"sample (LMM)",0.565844339267364,0.597519255119093
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Viral_load",0.0502540913709019,-0.0854238955761122,0.378225865849831,0.0502540913709019,-0.0854238955761122,0.378225865849831,12,4,"sample (LMM)",0.378225865849831,0.378225865849831
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Batch_C19",0.112669194203408,0.0683026539135781,0.126711338932905,0.112669194203408,0.0683026539135781,0.126711338932905,22,22,"donor",0.25342267786581,0.25342267786581
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"Supplier",0.130383026993437,0.102776138961483,0.0122696518659257,NA,NA,NA,66,66,"donor",0.0153370648324071,NA
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"QC_tss_cutoff",-0.0282356941351661,-0.0693651219005729,0.646811292869305,0.0779564473717866,0.041074705266658,0.0574011585929674,92,66,"sample (LMM)",0.646811292869305,0.0956685976549456
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"QC_frag_cutoff",-0.0356306732977069,-0.0770559002296154,0.572911039027218,-0.0185771116728578,-0.0593201961397722,0.594673808461533,92,66,"sample (LMM)",0.616367484690892,0.594673808461533
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"QC_nCells",-0.141151809694976,-0.186797882082775,0.427752616023401,0.00330091061256174,-0.0365670529629358,0.981519776645398,92,66,"sample (LMM)",0.592871579935476,0.981519776645398
"IterativeLSI","Dim10",10,0.00773962197516975,0.0103479153204072,0.0886912049578054,"QC_meanTSS",-0.00751725643638058,-0.0478179466938358,0.852938909126227,0.180167382722492,0.147374078031392,0.0162616311464046,92,66,"sample (LMM)",0.852938909126227,0.0406540778660114
