"motif","zdiff","p","donors_consistent","padj","mlog10padj","robust","group"
"CR9368773_703",-0.4706,1.62e-42,4,1.006e-41,41,TRUE,"Other"
"YBX1_290",0.4659,9.05e-30,3,3.952e-29,28.4,FALSE,"NO"
"EOMES_788",0.4654,2.193e-19,4,7.032e-19,18.15,TRUE,"Tex"
"CPEB1_815",-0.4619,1.762e-48,4,1.276e-47,46.89,TRUE,"Other"
"WT1_266",0.4575,7.307e-80,4,9.922e-79,50,TRUE,"Tex"
"ARID3C_10",-0.4479,5.332e-46,4,3.707e-45,44.43,TRUE,"Other"
"ATF3_132",-0.446,8.075e-49,4,5.897e-48,47.23,TRUE,"Other"
"BARX1_468",-0.4438,2.392e-46,4,1.69e-45,44.77,TRUE,"Other"
"RUNX3_731",0.4436,1.902e-20,3,6.285e-20,19.2,FALSE,"NO"
"RARB_659",-0.4361,1.876e-39,4,1.045e-38,37.98,TRUE,"Other"
"POU4F1_616",-0.4319,3.371e-42,4,2.077e-41,40.68,TRUE,"Other"
"USF1_60",-0.4291,3.247e-46,4,2.275e-45,44.64,TRUE,"Other"
"ZBTB1_203",-0.4288,8.415e-45,4,5.669e-44,43.25,TRUE,"Other"
"ZNF202_230",-0.4248,5.622e-35,4,2.792e-34,33.55,TRUE,"Other"
"SP2_232",0.4196,9.088e-39,4,5.03e-38,37.3,TRUE,"Tex"
"SP1_267",0.4194,4.51e-37,4,2.39e-36,35.62,TRUE,"Tex"
"ELK3_327",-0.4193,1.637e-45,4,1.129e-44,43.95,TRUE,"Other"
"TEAD3_795",-0.4143,4.252e-37,4,2.267e-36,35.64,TRUE,"Other"
"STAT1_773",-0.4139,3.076e-44,4,2.041e-43,42.69,TRUE,"Other"
"EGR1_195",0.4127,2.539e-55,4,2.163e-54,50,TRUE,"Tex"
"NR5A2_667",-0.4122,1.344e-33,4,6.419e-33,32.19,TRUE,"Other"
"PROP1_535",-0.4121,2.082e-38,4,1.138e-37,36.94,TRUE,"Other"
"ESR1_661",-0.4118,1.226e-28,4,5.172e-28,27.29,TRUE,"Other"
"IRF3_630",-0.4094,1.927e-28,4,8.09e-28,27.09,TRUE,"Other"
"E2F7_316",-0.4053,7.569e-40,4,4.327e-39,38.36,TRUE,"Other"
"HMGA2_13",-0.4048,4.76e-37,4,2.507e-36,35.6,TRUE,"Other"
"ARNTL2_16",-0.4042,4.572e-40,4,2.667e-39,38.57,TRUE,"Other"
"MAX_14",-0.4034,8.904e-40,4,5.024e-39,38.3,TRUE,"Other"
"FOSB_121",0.3964,7.431e-18,4,2.258e-17,16.65,TRUE,"Tex"
"TFAP4_23",0.3938,5.04e-27,4,2.037e-26,25.69,TRUE,"Tex"
"ETV4_345",-0.3935,4.119e-41,4,2.469e-40,39.61,TRUE,"Other"
"RFX2_724",-0.3928,1.423e-36,4,7.319e-36,35.14,TRUE,"Other"
"DRGX_516",-0.3899,1.271e-37,4,6.818e-37,36.17,TRUE,"Other"
"MAFA_146",0.389,3.172e-36,4,1.612e-35,34.79,TRUE,"Tex"
"TGIF2_441",0.3889,2.603e-24,4,9.384e-24,23.03,TRUE,"Tex"
"ELK1_331",-0.386,1.198e-39,4,6.717e-39,38.17,TRUE,"Other"
"ZFY_166",-0.3851,3.881e-44,4,2.555e-43,42.59,TRUE,"Other"
"TFAP2D_2",-0.3845,1.366e-62,4,1.349e-61,50,TRUE,"Other"
"ETV1_320",-0.3821,1.474e-38,4,8.106e-38,37.09,TRUE,"Other"
"LHX3_424",-0.3819,1.042e-33,4,5.031e-33,32.3,TRUE,"Other"
"IRF4_632",0.3812,7.501e-31,4,3.326e-30,29.48,TRUE,"Tex"
"HSF2_623",-0.3773,2.612e-35,4,1.305e-34,33.88,TRUE,"Other"
"TWIST2_101",0.3769,1.451e-25,4,5.579e-25,24.25,TRUE,"Tex"
"LCOR_711",-0.3752,5.956e-34,4,2.908e-33,32.54,TRUE,"Other"
"ZIC4_252",-0.3749,1.043e-34,4,5.152e-34,33.29,TRUE,"Other"
"CREB5_127",-0.3749,1.988e-35,4,9.986e-35,34,TRUE,"Other"
"NHLH1_74",0.3741,6.206e-26,4,2.408e-25,24.62,TRUE,"Tex"
"LYL1_818",0.3741,6.206e-26,4,2.408e-25,24.62,TRUE,"Tex"
"ARID3B_8",-0.3739,2.569e-32,4,1.157e-31,30.94,TRUE,"Other"
"LIN54_297",-0.372,5.54e-34,4,2.72e-33,32.57,TRUE,"Other"
"ATF7_138",-0.372,5.331e-37,4,2.774e-36,35.56,TRUE,"Other"
"TEAD1_796",-0.371,1.896e-30,4,8.361e-30,29.08,TRUE,"Other"
"ETV5_347",-0.3699,6.815e-37,4,3.525e-36,35.45,TRUE,"Other"
"ZBTB7B_216",-0.3662,3.067e-32,4,1.374e-31,30.86,TRUE,"Other"
"BHLHE40_51",-0.3659,1.083e-33,4,5.201e-33,32.28,TRUE,"Other"
"HSF1_627",-0.3639,9.08e-33,4,4.175e-32,31.38,TRUE,"Other"
"TBX10_791",0.3625,1.437e-12,4,3.383e-12,11.47,TRUE,"Tex"
"KLF6_165",0.3593,6.851e-29,4,2.918e-28,27.53,TRUE,"Tex"
"HOXC6_561",-0.358,2.051e-33,4,9.741e-33,32.01,TRUE,"Other"
"ETV7_321",0.3544,1.597e-25,4,6.088e-25,24.22,TRUE,"Tex"
"EGR4_207",0.3527,9.087e-29,4,3.852e-28,27.41,TRUE,"Tex"
"NEUROD1_63",-0.3524,3.36e-18,4,1.032e-17,16.99,TRUE,"Other"
"FOXD2_374",-0.3518,8.206e-34,4,3.984e-33,32.4,TRUE,"Other"
"FLI1_337",-0.3515,2.971e-36,4,1.519e-35,34.82,TRUE,"Other"
"KLF13_238",0.3504,2.089e-14,2,5.403e-14,13.27,FALSE,"NO"
"KLF10_826",0.3504,2.089e-14,2,5.403e-14,13.27,FALSE,"NO"
"MLXIPL_15",-0.3502,2.399e-33,4,1.115e-32,31.95,TRUE,"Other"
"BHLHE41_44",-0.3489,9.351e-33,4,4.277e-32,31.37,TRUE,"Other"
"ALX4_401",-0.348,6.319e-29,4,2.705e-28,27.57,TRUE,"Other"
"NFIL3_133",-0.3448,2.323e-31,4,1.035e-30,29.99,TRUE,"Other"
"MLX_29",-0.344,5.348e-33,4,2.472e-32,31.61,TRUE,"Other"
"MESP1_69",-0.3429,4.294e-10,2,9.078e-10,9.042,FALSE,"NO"
"MESP2_94",-0.3429,4.294e-10,2,9.078e-10,9.042,FALSE,"NO"
"ARNT_57",-0.3388,9.482e-33,4,4.314e-32,31.37,TRUE,"Other"
"LMO2_808",-0.3382,2.66e-14,2,6.799e-14,13.17,FALSE,"NO"
"NRL_123",0.3357,5.819e-25,4,2.18e-24,23.66,TRUE,"Tex"
"ZIC2_162",-0.3354,1.451e-23,4,5.148e-23,22.29,TRUE,"Other"
"ARID5A_9",-0.3353,3.135e-28,4,1.31e-27,26.88,TRUE,"Other"
"ZBTB7C_265",-0.3346,5.55e-28,4,2.308e-27,26.64,TRUE,"Other"
"STAT3_777",-0.3344,2.211e-29,4,9.511e-29,28.02,TRUE,"Other"
"POU4F3_611",-0.3344,7.274e-28,4,3.01e-27,26.52,TRUE,"Other"
"PHOX2B_431",-0.3331,1.172e-27,4,4.802e-27,26.32,TRUE,"Other"
"MXI1_40",-0.3323,8.304e-28,4,3.42e-27,26.47,TRUE,"Other"
"RREB1_200",0.3305,1.842e-14,4,4.806e-14,13.32,TRUE,"Tex"
"BCL6_187",-0.3294,1.746e-26,4,6.959e-26,25.16,TRUE,"Other"
"PHOX2A_512",-0.3286,4.253e-26,4,1.68e-25,24.77,TRUE,"Other"
"TFE3_18",-0.3284,2.246e-27,4,9.119e-27,26.04,TRUE,"Other"
"STAT4_775",-0.3284,6.092e-25,4,2.272e-24,23.64,TRUE,"Other"
"HSF4_624",-0.3275,8.864e-27,4,3.55e-26,25.45,TRUE,"Other"
"REST_168",-0.3259,3.281e-18,4,1.011e-17,17,TRUE,"Other"
"ENO1_803",-0.3244,1.739e-24,4,6.324e-24,23.2,TRUE,"Other"
"PAX1_708",-0.3242,5.355e-30,4,2.35e-29,28.63,TRUE,"Other"
"TBX19_787",0.3229,6.823e-23,4,2.381e-22,21.62,TRUE,"Tex"
"MEIS2_471",0.321,4.227e-20,4,1.381e-19,18.86,TRUE,"Tex"
"ZNF148_222",0.3191,1.093e-41,4,6.69e-41,40.17,TRUE,"Tex"
"TCF12_56",0.3187,3.777e-15,3,1.013e-14,13.99,FALSE,"NO"
"BATF3_120",-0.3157,1.558e-27,4,6.357e-27,26.2,TRUE,"Other"
"SPI1_322",0.3155,2.429e-24,4,8.796e-24,23.06,TRUE,"Tex"
"PAX9_710",-0.3152,6.227e-25,4,2.312e-24,23.64,TRUE,"Other"
"FOXA2_355",0.3148,6.769e-27,4,2.723e-26,25.56,TRUE,"Tex"
"HEYL_65",-0.3131,1.488e-25,4,5.698e-25,24.24,TRUE,"Other"
"TFEB_32",-0.3118,5.161e-26,3,2.029e-25,24.69,FALSE,"NO"
"HOXD12_524",-0.31,5.173e-25,4,1.955e-24,23.71,TRUE,"Other"
"FOXF2_359",0.3099,5.554e-25,4,2.09e-24,23.68,TRUE,"Tex"
"RFX8_730",-0.3094,5.315e-26,4,2.08e-25,24.68,TRUE,"Other"
"TEF_134",-0.3086,4.33e-25,4,1.643e-24,23.78,TRUE,"Other"
"CEBPD_152",-0.3067,1.482e-23,4,5.235e-23,22.28,TRUE,"Other"
"BATF_129",0.3062,7.818e-17,4,2.303e-16,15.64,TRUE,"Tex"
"PITX3_426",-0.3059,4.859e-22,4,1.675e-21,20.78,TRUE,"Other"
"ZBTB6_271",-0.3036,3.705e-21,4,1.253e-20,19.9,TRUE,"Other"
"ARNTL_50",-0.3033,6.482e-25,4,2.397e-24,23.62,TRUE,"Other"
"POU4F2_615",-0.3014,1.213e-21,4,4.135e-21,20.38,TRUE,"Other"
"ZNF35_239",-0.3009,2.18e-26,4,8.649e-26,25.06,TRUE,"Other"
"USF2_26",-0.3007,7.625e-25,3,2.808e-24,23.55,FALSE,"NO"
"MEIS1_486",0.3,1.166e-20,4,3.882e-20,19.41,TRUE,"Tex"
"MYF5_842",0.2994,1.337e-15,4,3.724e-15,14.43,TRUE,"Tex"
"FOXS1_372",0.2983,1.053e-23,4,3.749e-23,22.43,TRUE,"Tex"
"MTF1_274",0.298,5.775e-19,4,1.825e-18,17.74,TRUE,"Tex"
"NEUROG3_43",0.2975,1.028e-18,4,3.227e-18,17.49,TRUE,"Tex"
"PKNOX1_497",0.2944,1.002e-12,4,2.366e-12,11.63,TRUE,"Tex"
"NR2C2_693",-0.2942,1.281e-24,4,4.678e-24,23.33,TRUE,"Other"
"TBX21_780",0.2924,2.138e-16,4,6.09e-16,15.22,TRUE,"Tex"
"OSR2_227",0.2917,3.16e-22,4,1.094e-21,20.96,TRUE,"Tex"
"JUN_143",0.2914,2.298e-08,4,4.399e-08,7.357,TRUE,"Tex"
"TCF7L2_762",0.2912,5.184e-18,4,1.581e-17,16.8,TRUE,"Tex"
"TFEC_27",-0.2903,9.193e-24,3,3.288e-23,22.48,FALSE,"NO"
"ZNF784_262",-0.2903,5.352e-20,4,1.742e-19,18.76,TRUE,"Other"
"SMARCC1_651",0.2903,2.184e-08,4,4.189e-08,7.378,TRUE,"Tex"
"IRF2_634",-0.288,1.769e-11,4,3.922e-11,10.41,TRUE,"Other"
"HEY2_54",-0.2845,6.402e-23,4,2.243e-22,21.65,TRUE,"Other"
"FOS_137",0.2837,2.498e-08,4,4.772e-08,7.321,TRUE,"Tex"
"ZNF281_221",0.2836,4.242e-16,4,1.197e-15,14.92,TRUE,"Tex"
"SRF_641",-0.2833,2.186e-19,4,7.032e-19,18.15,TRUE,"Other"
"ETV3_328",-0.2829,6.121e-23,4,2.154e-22,21.67,TRUE,"Other"
"TFAP2C_3",-0.2811,4.024e-16,3,1.139e-15,14.94,FALSE,"NO"
"FOSL1_142",0.2802,1.074e-07,4,1.973e-07,6.705,TRUE,"Tex"
"HLF_112",-0.2796,1.809e-22,3,6.289e-22,21.2,FALSE,"NO"
"CREM_108",-0.2786,1.838e-20,2,6.097e-20,19.21,FALSE,"NO"
"RORB_865",0.2769,2.767e-14,4,7.052e-14,13.15,TRUE,"Tex"
"NR1D2_841",0.2768,6.716e-15,4,1.785e-14,13.75,TRUE,"Tex"
"MLL_300",0.2752,3.687e-21,4,1.251e-20,19.9,TRUE,"Tex"
"HOXC13_452",-0.2749,2.927e-18,4,9.052e-18,17.04,TRUE,"Other"
"LHX8_498",0.2746,1.161e-10,2,2.491e-10,9.604,FALSE,"NO"
"NR2E3_657",-0.2743,5.705e-19,4,1.809e-18,17.74,TRUE,"Other"
"ETS1_332",-0.2739,3.869e-24,4,1.389e-23,22.86,TRUE,"Other"
"FOSL2_105",0.2719,1.432e-07,4,2.625e-07,6.581,TRUE,"Tex"
"MYCL1_37",-0.2693,3.521e-19,4,1.121e-18,17.95,TRUE,"Other"
"ZNF263_159",0.2673,9.382e-30,4,4.076e-29,28.39,TRUE,"Tex"
"E2F8_314",-0.2659,2.413e-19,4,7.709e-19,18.11,TRUE,"Other"
"NEUROD4_820",0.2645,5.428e-16,4,1.522e-15,14.82,TRUE,"Tex"
"NEUROD6_821",0.2645,5.428e-16,4,1.522e-15,14.82,TRUE,"Tex"
"NKX31_517",-0.2637,8.679e-20,4,2.814e-19,18.55,TRUE,"Other"
"CUX2_292",-0.2634,7.98e-17,4,2.343e-16,15.63,TRUE,"Other"
"ATOH7_84",0.2634,2.125e-16,4,6.075e-16,15.22,TRUE,"Tex"
"ZBTB33_255",0.2634,9e-16,4,2.515e-15,14.6,TRUE,"Tex"
"CREB3L3_104",-0.2631,8.414e-21,2,2.812e-20,19.55,FALSE,"NO"
"CREB3_111",-0.2631,8.414e-21,2,2.812e-20,19.55,FALSE,"NO"
"CREB3L4_126",-0.2631,8.414e-21,2,2.812e-20,19.55,FALSE,"NO"
"HOXC12_454",-0.2626,1.16e-18,4,3.625e-18,17.44,TRUE,"Other"
"FEV_343",-0.2612,2.309e-20,4,7.573e-20,19.12,TRUE,"Other"
"TCF7_750",0.2602,8.128e-17,4,2.378e-16,15.62,TRUE,"Tex"
"HOMEZ_568",-0.2591,7.521e-17,4,2.223e-16,15.65,TRUE,"Other"
"ETS2_340",0.2588,4.027e-15,4,1.077e-14,13.97,TRUE,"Tex"
"ZNF282_240",-0.2578,3.93e-17,4,1.182e-16,15.93,TRUE,"Other"
"ALX1_545",-0.2576,3.612e-18,4,1.105e-17,16.96,TRUE,"Other"
"LHX5_406",-0.257,8.609e-17,4,2.502e-16,15.6,TRUE,"Other"
"LHX1_469",-0.257,8.609e-17,4,2.502e-16,15.6,TRUE,"Other"
"UNCX_507",-0.2565,1.999e-17,4,6.053e-17,16.22,TRUE,"Other"
"CREB1_117",-0.2563,2.18e-20,2,7.176e-20,19.14,FALSE,"NO"
"CREB3L2_145",-0.2554,1.343e-19,4,4.338e-19,18.36,TRUE,"Other"
"IRX2_527",0.2549,2.41e-17,4,7.272e-17,16.14,TRUE,"Tex"
"DBP_110",-0.2548,6.378e-19,4,2.008e-18,17.7,TRUE,"Other"
"SMAD5_866",0.2544,7.691e-22,4,2.631e-21,20.58,TRUE,"Tex"
"ZKSCAN1_181",0.2535,2.124e-14,4,5.478e-14,13.26,TRUE,"Tex"
"INSM1_248",-0.2534,1.285e-14,4,3.375e-14,13.47,TRUE,"Other"
"FOXH1_362",0.2528,5.44e-17,4,1.624e-16,15.79,TRUE,"Tex"
"IRF6_628",-0.2514,6.721e-22,4,2.309e-21,20.64,TRUE,"Other"
"MITF_91",0.2508,6.182e-13,4,1.476e-12,11.83,TRUE,"Tex"
"JDP2_125",0.2494,8.683e-08,4,1.605e-07,6.794,TRUE,"NO"
"HIF1A_24",0.2491,6.261e-17,4,1.857e-16,15.73,TRUE,"NO"
"HDX_511",0.249,3.646e-16,4,1.035e-15,14.98,TRUE,"NO"
"TP63_704",0.2487,7.959e-14,4,1.959e-13,12.71,TRUE,"NO"
"FOXC2_370",-0.2483,5.666e-17,3,1.686e-16,15.77,FALSE,"NO"
"FOXO4_373",0.2479,1.927e-18,4,6.002e-18,17.22,TRUE,"NO"
"HOXD4_523",-0.2476,1.82e-16,4,5.22e-16,15.28,TRUE,"NO"
"PBX1_555",0.2475,8.406e-15,4,2.213e-14,13.65,TRUE,"NO"
"RARA_675",0.2459,6.671e-12,4,1.514e-11,10.82,TRUE,"NO"
"HIC1_254",-0.2454,3.955e-11,4,8.635e-11,10.06,TRUE,"NO"
"NR0B1_811",0.2445,2.073e-15,4,5.683e-15,14.25,TRUE,"NO"
"CEBPB_140",-0.2442,2.841e-15,4,7.667e-15,14.12,TRUE,"NO"
"MYF6_30",0.2436,9.786e-13,4,2.317e-12,11.64,TRUE,"NO"
"BCL11A_194",0.2429,1.463e-15,4,4.036e-15,14.39,TRUE,"NO"
"BCL11B_825",0.2429,1.463e-15,4,4.036e-15,14.39,TRUE,"NO"
"AC2261502_577",0.2408,1.715e-16,4,4.936e-16,15.31,TRUE,"NO"
"RFX7_728",-0.2394,4.079e-17,3,1.222e-16,15.91,FALSE,"NO"
"HBP1_752",-0.2391,9.725e-17,4,2.817e-16,15.55,TRUE,"NO"
"SIX5_540",-0.2386,5.128e-13,3,1.228e-12,11.91,FALSE,"NO"
"HOXB5_445",-0.238,7.23e-14,4,1.795e-13,12.75,TRUE,"NO"
"PITX1_404",-0.2376,3.69e-15,4,9.928e-15,14,TRUE,"NO"
"ZNF143_231",0.2371,3.374e-11,4,7.422e-11,10.13,TRUE,"NO"
"MAFG_148",0.2354,7.722e-14,4,1.906e-13,12.72,TRUE,"NO"
"TBPL2_794",-0.2352,1.317e-16,4,3.802e-16,15.42,TRUE,"NO"
"MYCN_52",-0.2352,1.442e-15,4,4.004e-15,14.4,TRUE,"NO"
"ZBTB4_249",0.2337,4.603e-15,3,1.227e-14,13.91,FALSE,"NO"
"TP73_705",0.2336,3.582e-12,4,8.256e-12,11.08,TRUE,"NO"
"ZBTB7A_258",-0.2333,8.611e-26,4,3.326e-25,24.48,TRUE,"NO"
"ZNF354C_256",-0.2327,1.809e-12,4,4.214e-12,11.38,TRUE,"NO"
"KLF12_191",0.2326,8.24e-11,4,1.777e-10,9.75,TRUE,"NO"
"NFE2_119",0.2323,4.401e-10,4,9.284e-10,9.032,TRUE,"NO"
"TBP_793",-0.2317,8.364e-15,4,2.209e-14,13.66,TRUE,"NO"
"IRF9_636",-0.2313,1.924e-07,3,3.49e-07,6.457,FALSE,"NO"
"CR7538031_135",0.2302,2.632e-15,4,7.124e-15,14.15,TRUE,"NO"
"ATF6B_151",0.2302,2.632e-15,4,7.124e-15,14.15,TRUE,"NO"
"CR9257962_153",0.2302,2.632e-15,4,7.124e-15,14.15,TRUE,"NO"
"AL6628286_154",0.2302,2.632e-15,4,7.124e-15,14.15,TRUE,"NO"
"HAND1_33",-0.23,2.521e-12,3,5.843e-12,11.23,FALSE,"NO"
"HAND2_66",-0.23,2.521e-12,3,5.843e-12,11.23,FALSE,"NO"
"NRF1_805",0.2299,4.733e-05,2,7.465e-05,4.127,FALSE,"NO"
"CEBPG_128",-0.2295,2.011e-15,4,5.531e-15,14.26,TRUE,"NO"
"CRX_410",-0.2293,4.053e-13,4,9.729e-13,12.01,TRUE,"NO"
"ZFP42_848",-0.2292,3.961e-09,2,7.914e-09,8.102,FALSE,"NO"
"IRF8_633",-0.2286,1.434e-06,3,2.453e-06,5.61,FALSE,"NO"
"GLIS3_183",-0.2286,2.612e-12,4,6.038e-12,11.22,TRUE,"NO"
"E4F1_234",-0.2284,2.117e-18,3,6.57e-18,17.18,FALSE,"NO"
"NPAS2_72",-0.2253,6.2e-12,4,1.41e-11,10.85,TRUE,"NO"
"ESRRG_697",-0.2247,4.84e-10,4,1.018e-09,8.992,TRUE,"NO"
"RXRA_695",-0.2242,2.101e-13,4,5.086e-13,12.29,TRUE,"NO"
"STAT6_776",0.224,1.536e-12,4,3.608e-12,11.44,TRUE,"NO"
"SMAD9_867",-0.2238,2.514e-10,3,5.341e-10,9.272,FALSE,"NO"
"MECP2_645",-0.2232,8.09e-15,4,2.143e-14,13.67,TRUE,"NO"
"BACH1_130",0.2229,5.802e-06,4,9.696e-06,5.013,TRUE,"NO"
"EGR3_259",0.2218,8.909e-13,3,2.121e-12,11.67,FALSE,"NO"
"FOXC1_349",0.2209,2.343e-13,4,5.656e-13,12.25,TRUE,"NO"
"ZNF32_237",-0.2206,2.065e-14,4,5.372e-14,13.27,TRUE,"NO"
"SOX1_770",-0.2204,1.512e-13,4,3.691e-13,12.43,TRUE,"NO"
"MNT_20",-0.2199,1.224e-13,4,2.997e-13,12.52,TRUE,"NO"
"ZNF740_209",0.2197,7.126e-10,2,1.485e-09,8.828,FALSE,"NO"
"ARNT2_76",-0.2187,7.369e-14,4,1.824e-13,12.74,TRUE,"NO"
"AL7735441_836",0.2185,3.934e-14,4,9.853e-14,13.01,TRUE,"NO"
"CR3882292_837",0.2185,3.934e-14,4,9.853e-14,13.01,TRUE,"NO"
"AL6628334_838",0.2185,3.934e-14,4,9.853e-14,13.01,TRUE,"NO"
"CR7598154_839",0.2185,3.934e-14,4,9.853e-14,13.01,TRUE,"NO"
"BX0885802_840",0.2185,3.934e-14,4,9.853e-14,13.01,TRUE,"NO"
"CR8477943_864",0.2185,3.934e-14,4,9.853e-14,13.01,TRUE,"NO"
"NR6A1_683",-0.218,6.448e-10,4,1.347e-09,8.871,TRUE,"NO"
"TCF23_64",0.218,1.005e-11,4,2.269e-11,10.64,TRUE,"NO"
"JUNB_139",0.2178,1.854e-05,3,3.001e-05,4.523,FALSE,"NO"
"HOXD11_464",-0.2169,2.146e-14,4,5.518e-14,13.26,TRUE,"NO"
"POU3F3_620",-0.2152,1.013e-13,3,2.486e-13,12.6,FALSE,"NO"
"ESRRB_669",-0.2142,1.304e-10,3,2.791e-10,9.554,FALSE,"NO"
"RHOXF1_409",-0.2139,1.432e-11,4,3.207e-11,10.49,TRUE,"NO"
"HMX1_569",-0.2135,1.684e-13,4,4.097e-13,12.39,TRUE,"NO"
"JUND_124",0.2135,2.194e-05,3,3.537e-05,4.451,FALSE,"NO"
"DMRT2_307",-0.2127,1.727e-12,4,4.035e-12,11.39,TRUE,"NO"
"TBX1_792",-0.2123,6.297e-10,3,1.319e-09,8.88,FALSE,"NO"
"GATA1_383",0.212,4.691e-12,4,1.07e-11,10.97,TRUE,"NO"
"ZNF423_176",0.2118,1.187e-09,4,2.463e-09,8.609,TRUE,"NO"
"HNF1A_473",-0.2111,2.212e-14,4,5.67e-14,13.25,TRUE,"NO"
"TFDP2_308",0.2107,4.249e-12,4,9.717e-12,11.01,TRUE,"NO"
"TFDP3_309",0.2107,4.249e-12,4,9.717e-12,11.01,TRUE,"NO"
"TFDP1_310",0.2107,4.249e-12,4,9.717e-12,11.01,TRUE,"NO"
"ERG_339",-0.2073,4.549e-14,3,1.136e-13,12.94,FALSE,"NO"
"POU6F1_551",-0.207,8.793e-11,4,1.891e-10,9.723,TRUE,"NO"
"RORA_658",0.2065,1.643e-09,3,3.375e-09,8.472,FALSE,"NO"
"HES4_95",-0.2058,5.037e-14,4,1.254e-13,12.9,TRUE,"NO"
"IRX4_434",-0.204,2.311e-11,4,5.097e-11,10.29,TRUE,"NO"
"IRX6_495",-0.204,2.311e-11,4,5.097e-11,10.29,TRUE,"NO"
"ESRRA_691",-0.1982,1.826e-08,4,3.534e-08,7.452,TRUE,"NO"
"NEUROG2_81",0.1975,6.724e-09,4,1.331e-08,7.876,TRUE,"NO"
"HES5_98",-0.1972,1.699e-11,4,3.776e-11,10.42,TRUE,"NO"
"HLTF_802",0.1958,2.197e-09,4,4.45e-09,8.352,TRUE,"NO"
"OLIG1_90",0.1954,9.54e-10,4,1.983e-09,8.703,TRUE,"NO"
"DNMT1_301",0.1952,9.612e-13,4,2.282e-12,11.64,TRUE,"NO"
"MLXIP_78",-0.1951,8.21e-11,4,1.775e-10,9.751,TRUE,"NO"
"E2F2_311",-0.1949,1.643e-12,4,3.848e-12,11.41,TRUE,"NO"
"PBX4_861",0.1948,1.177e-11,4,2.651e-11,10.58,TRUE,"NO"
"ERF_325",-0.1945,2.934e-13,3,7.063e-13,12.15,FALSE,"NO"
"HOXA5_416",-0.1919,5.217e-10,4,1.095e-09,8.961,TRUE,"NO"
"HOXA13_418",-0.1918,2.4e-09,4,4.828e-09,8.316,TRUE,"NO"
"GSC_470",-0.1915,6.763e-12,4,1.531e-11,10.82,TRUE,"NO"
"KLF9_192",0.1915,1.688e-13,4,4.097e-13,12.39,TRUE,"NO"
"PRDM1_163",-0.1913,5.823e-09,4,1.158e-08,7.936,TRUE,"NO"
"HOXB8_444",-0.1912,7.122e-11,4,1.547e-10,9.81,TRUE,"NO"
"UBP1_393",0.1907,1.919e-09,3,3.924e-09,8.406,FALSE,"NO"
"TCF7L1_763",0.1904,2.155e-10,4,4.589e-10,9.338,TRUE,"NO"
"SIX1_459",-0.1904,1.894e-10,4,4.044e-10,9.393,TRUE,"NO"
"E2F4_318",0.1863,6.163e-08,3,1.149e-07,6.94,FALSE,"NO"
"BHLHE22_86",0.1862,1.465e-09,4,3.031e-09,8.518,TRUE,"NO"
"TCF21_39",0.1861,4.645e-08,4,8.699e-08,7.061,TRUE,"NO"
"ENSG00000187728_92",0.1861,4.645e-08,4,8.699e-08,7.061,TRUE,"NO"
"CDX2_514",-0.1854,2.484e-09,4,4.985e-09,8.302,TRUE,"NO"
"HES1_34",-0.1823,4.921e-11,4,1.072e-10,9.97,TRUE,"NO"
"HSFY2_625",-0.1822,1.581e-11,4,3.522e-11,10.45,TRUE,"NO"
"HSFY1_626",-0.1822,1.581e-11,4,3.522e-11,10.45,TRUE,"NO"
"DLX6_397",-0.1812,3.694e-11,4,8.087e-11,10.09,TRUE,"NO"
"DPRX_565",-0.181,1.484e-09,4,3.063e-09,8.514,TRUE,"NO"
"SOX14_765",0.1807,1.377e-08,4,2.695e-08,7.57,TRUE,"NO"
"BCL6B_218",-0.1795,1.985e-09,4,4.05e-09,8.393,TRUE,"NO"
"HLX_478",-0.1789,1.047e-08,4,2.054e-08,7.687,TRUE,"NO"
"NFE2L1_106",0.1788,4.636e-08,4,8.699e-08,7.061,TRUE,"NO"
"NFE2L3_845",0.1788,4.636e-08,4,8.699e-08,7.061,TRUE,"NO"
"LMX1B_479",-0.1784,2.022e-09,4,4.106e-09,8.387,TRUE,"NO"
"LMX1A_499",-0.1784,2.022e-09,4,4.106e-09,8.387,TRUE,"NO"
"RXRG_679",-0.1779,1.769e-09,4,3.626e-09,8.441,TRUE,"NO"
"ELF1_329",0.1774,1.243e-05,3,2.042e-05,4.69,FALSE,"NO"
"HNF1B_428",-0.176,1.866e-08,4,3.603e-08,7.443,TRUE,"NO"
"RFX5_727",-0.175,3.413e-11,4,7.49e-11,10.13,TRUE,"NO"
"BARX2_400",-0.1748,2.543e-08,4,4.845e-08,7.315,TRUE,"NO"
"GLI2_167",-0.1739,1.848e-07,4,3.36e-07,6.474,TRUE,"NO"
"MYBL1_653",-0.1737,1.309e-11,4,2.94e-11,10.53,TRUE,"NO"
"NKX24_457",0.1734,1.623e-09,4,3.342e-09,8.476,TRUE,"NO"
"MYOD1_48",-0.1732,0.0002105,2,0.0003164,3.5,FALSE,"NO"
"NR4A3_668",0.1731,9.368e-08,3,1.725e-07,6.763,FALSE,"NO"
"ZNF76_164",0.1724,2.402e-07,4,4.348e-07,6.362,TRUE,"NO"
"MSC_82",0.1716,8.629e-07,4,1.497e-06,5.825,TRUE,"NO"
"PKNOX2_513",0.1701,2.373e-05,3,3.812e-05,4.419,FALSE,"NO"
