"Cell_Type","Donor","Exposure","Residuals","Motif"
0.473260728095815,0.0249979346610942,0.0386984779695239,0.463042859273567,"scrt1"
0.344540257230904,0.018017710089913,0.0163776654240648,0.621064367255118,"six_1"
0.390522493283951,2.39197964863352e-16,0,0.609477506716049,"six_2"
0.588711207645305,0.0343989224503644,0.129063221727171,0.24782664817716,"smad"
0.221778849348413,0.0712032139900574,0.307411891995362,0.399606044666168,"smad_1"
0.280968908123862,0.0496007784490964,0.137286285692927,0.532144027734114,"smad_2"
0.639841827847414,0,0.00324528404642864,0.356912888106158,"smarca1"
0.456706277645215,0.0305174746237792,0.0079765016717492,0.504799746059257,"smarca5"
0.751924029237023,0.0129783168818257,0.00865399276621831,0.226443661114933,"snai2"
0.55714217465832,0.0225397589027046,0.0376761609590328,0.382641905479943,"sox_1"
0.659089069761643,0.0110716399798209,0.033509916020432,0.296329374238104,"sox_2"
0.214904293153512,0.0127661568444524,0.025001620681109,0.747327929320927,"sox_3"
0.255395624805779,0.0132399951926998,0.030840359280207,0.700524020721314,"sox_4"
0.255306261894609,0.0151003539583783,0.00148830401714901,0.728105080129864,"sox_5"
0.267874042346662,2.83872592545483e-12,0,0.732125957650499,"sox_6"
0.516739246236772,0.00583266010597682,0,0.477428093657252,"sox_7"
0.197725094936819,0.00377678632221491,0.0783356178067416,0.720162500934225,"sox_8"
0.503540105275022,0.00443988477372962,0.0140125430473453,0.478007466903903,"spdef_1"
0.189211044680811,0.00815631238356183,0.204347693112927,0.598284949822701,"spdef_2"
0.84240821890907,0,0.00765175352544488,0.149940027565485,"spi"
0.230609859227424,2.90557478897914e-08,0.00474471682502005,0.764645394891808,"spz1"
0.403150704041768,0.0821550393220263,0.166327440216643,0.348366816419563,"srebf1"
0.651580815435643,2.87763774406098e-11,0.0309964217167219,0.317422762818858,"srf"
0.624611352361394,4.36973894089864e-12,0.0377263942619964,0.33766225337224,"stat_1"
0.578790840399113,0.0138304171078612,0.0232062552706638,0.384172487222362,"stat_2"
0.629984347834694,0.0162429074774665,0.071325264150282,0.282447480537558,"tata"
0.390909409124928,0.0253341791072287,0.255854753915533,0.32790165785231,"tbx_1"
0.713115362728064,0.00972215697665776,0.0545290367615186,0.22263344353376,"tbx_2"
0.553079154339014,0.0237223470353915,0.146253767582013,0.276944731043582,"tbx_3"
0.793891115823712,0,0.0554747773772706,0.150634106799017,"tbx_4"
0.816556613422368,0,0.00581405957156722,0.177629327006065,"tcf_lef"
0.664958886651434,0.0139127861829616,0.00951007860699433,0.31161824855861,"tead"
0.700769401515032,0.011574681982121,0.00277743356459701,0.28487848293825,"tfap2_1"
0.574583473966024,0.0332894892083959,0.0110955767833379,0.381031460042242,"tfap2_2"
0.292707925892395,0.0158689463695922,0.0325891022404413,0.658834025497571,"tfcp2"
0.285796065209167,0.00436132334880644,0.0371641359691794,0.672678475472847,"thap1"
0.66029374039087,0.032126233490596,0.0542975740000881,0.253282452118446,"yy1"
0.449697337033614,0.015724014353917,0.012198894107448,0.522379754505021,"zbed1"
0.572747542266582,0.0232315114743047,0.190663510823453,0.21335743543566,"zbtb14"
0.472070232881381,0.0303980649117255,0.000761211090999093,0.496770491115894,"zbtb48"
0.176997794963663,0.0099309814728146,1.15234293142587e-10,0.813071223448289,"zbtb49"
0.287974785756495,0.0448766637120945,0.039787798117605,0.627360752413805,"zbtb6"
0.452879062027926,0.109122331530026,0.0498240993399911,0.388174507102057,"zbtb7a"
0.658073004771601,0.0971232775582993,0.033725089245868,0.211078628424231,"zfn121"
0.618214648105242,0.010227744968351,0.0400843881651544,0.331473218761252,"zfx"
0.591579491700365,0.0596396318143046,0.0565247752967846,0.292256101188546,"zic"
0.140656560934508,0.0838569793530816,0.268290346186716,0.507196113525694,"zic_2"
0.533862601774544,0.0151091576512723,6.00030902218364e-09,0.451028234573875,"zim3"
0.539488267379361,0.055545624192933,0.0600366469031583,0.344929461524548,"zkscan1"
0.161400634792247,0.0231683822768195,0.131951667945172,0.683479314985761,"znf134"
0.137887639117083,0.0305018732459857,0.000564772658716083,0.831045714978215,"znf136"
0.470929856415777,0.0116607577083991,0.00290436250109471,0.51450502337473,"znf140"
0.270949673894514,0.037801691316345,0.0742722454566098,0.616976389332531,"znf143"
0.607369002154649,0.0453485011553172,0.0718097434274489,0.275472753262585,"znf143_1"
0.740706286077777,0,0.010358656102247,0.248935057819976,"znf146"
0.342516403647717,1.1246051494797e-11,0.0841493437062267,0.573334252634811,"znf232"
0.291445881879872,0.0290102503360731,0.142967199008599,0.536576668775455,"znf24"
0.160908941913705,0.0124536021263365,0.00878179610633695,0.817855659853622,"znf250"
0.57526503932911,0.00696462284260717,0.00477054887107622,0.412999788957206,"znf257"
0.248225362304423,0.0284981928810941,0.0523549597854291,0.670921485029054,"znf274"
0.589742852614609,0,0.0349785388197537,0.375278608565637,"znf28"
0.156849054938227,0.0225291937050515,0.0197034261173552,0.800918325239366,"znf282"
0.223291140788597,0.0453251040858753,0.0618160552976306,0.669567699827897,"znf306"
0.0790497439985448,0.0290988033393448,0,0.89185145266211,"znf317"
0.560075131115487,0.0570163218128629,0.0636381684542772,0.319270378617373,"znf320"
0.483716672538695,0.0203923735695084,0.0785107919983855,0.417380161893411,"znf324"
0.580225237240291,0.00874843351344899,0.0859176143813932,0.325108714864867,"znf329"
0.502548948212337,0.0128077956602642,0.0770957519880126,0.407547504139387,"znf331"
0.514793541279248,0.0950703373589199,0.0551151284837133,0.335020992878119,"znf332"
0.45709785426269,0.0604800749075235,0.0997948831558185,0.382627187673968,"znf335"
0.397673971828714,0.0121494687672038,0.0357329405503839,0.554443618853699,"znf354"
0.446919270643961,0,0.0581004533328562,0.494980276023183,"znf382"
0.628612795606587,0.00483642709370631,0.140491528056425,0.226059249243281,"znf384_1"
0.636354258267019,0.0138702187697442,0.11407265580715,0.235702867156087,"znf384_2"
0.705873388831649,0.00259286369543361,0.0390858689508663,0.252447878522051,"znf41"
0.063480047277296,0.0291289015166993,0,0.907391051206005,"znf410"
0.298498690341194,0.0238024862894525,0.0311108544833515,0.646587968886002,"znf418"
0.544132974047215,0.0399351216825257,0.069871201546448,0.346060702723811,"znf423"
0.423456130464415,0.021691164433997,0.0867864070143977,0.46806629808719,"znf431"
0.0889744607011178,0.0189641765838911,0,0.892061362714991,"znf435"
0.660816477935881,0.0152562297378903,0.0322979495894841,0.291629342736744,"znf436"
0.674784271633443,0.0052568437367486,0.0470679045164025,0.272890980113406,"znf449"
0.0378555742765682,0.0110129112638012,0.00114947803217205,0.949982036427459,"znf490"
0.47340659990695,0.101159435430773,0.0025186371188612,0.422915327543416,"znf524"
0.752514136293777,3.2037566233849e-11,0.000559334816595977,0.24692652885759,"znf528"
0.33230660970171,0.0149838787819354,0.0821697810703045,0.57053973044605,"znf53"
0.304688314633102,0.0253567241181879,0.0811164239198631,0.588838537328847,"znf547"
0.725238685940299,0.00432329966038867,0.0254089760419319,0.24502903835738,"znf549"
0.358378944062588,0.0191808404503875,0.145377315935946,0.477062899551078,"znf554"
0.330318352838634,0.0789422986881625,0.0745585868956236,0.516180761577579,"znf563"
0.610475993754769,0.0240942720928342,0.0992885164174832,0.266141217734914,"znf57"
0.321031050199304,8.02338388174034e-11,0,0.678968949720462,"znf586"
0.493838140662783,0.00835435628372911,0.00683382635052512,0.490973676702963,"znf652"
0.175192955168501,0.0311999850158814,0.135710285519759,0.657896774295859,"znf667"
0.354718883802194,1.14057685533519e-10,0.0307651415194961,0.614515974564252,"znf680"
0.124831893160903,0.0522070831334025,0.261075680683624,0.56188534302207,"znf708"
0.32155351000334,0.018081148537822,0.00170789408519262,0.658657447373645,"znf713"
0.645508411999509,0.0220591313323905,0.0662485513485238,0.266183905319577,"znf768"
0.705006105547471,0,0.00496791973850537,0.290025974714023,"znf784"
0.215632972280647,0.026081578127104,0.0270147841696375,0.731270665422612,"znf85"
0.664938372840942,0.0034996801861966,0.00347237581062394,0.328089571162237,"znf85_1"
0.669397356626133,0.0245812019319695,0.0268421803114492,0.279179261130449,"zscan3"
0.326397600409294,0.0310510175539513,0.184852944667346,0.457698437369408,"zscan4"
