"","name","Log2FC_atac","FDR_atac","isDiff_1","Log2FC_rna","FDR_rna","isDiff_2"
"219","AK3",0.0877404263973237,0.784203488070469,FALSE,0.539170519028165,1,FALSE
"220","AK4",0.424665011433766,0.123745231229781,FALSE,1.00865580232938,1,FALSE
"221","AK9",0.119927599521929,0.94864501749197,FALSE,0.0285553597670889,1,FALSE
"222","AKAP1",0.244020999969032,0.479396951048283,FALSE,-0.198513548778831,1,FALSE
"223","AKAP10",-0.266597874763386,0.690848368140961,FALSE,0.197484368735678,1,FALSE
"224","AKAP11",0.525283317498469,0.302141801574946,FALSE,-0.588116000681405,1,FALSE
"225","AKAP12",-0.270028521018993,0.877938818467771,FALSE,-2.38422616557139,1,FALSE
"226","AKAP13",0.140814539323742,0.636994138961982,FALSE,0.391737139411498,1.42598402693869e-39,FALSE
"227","AKAP7",-0.335878027914666,0.941600708468568,FALSE,0.0605454740115263,1,FALSE
"228","AKAP8",0.0988791213088231,0.870045133751164,FALSE,0.0951925527973798,1,FALSE
"229","AKAP8L",-0.113978187472114,0.633685807651869,FALSE,0.422036715679486,1,FALSE
"230","AKAP9",0.0289771764448489,0.78188485682788,FALSE,0.102555941210867,0.526870273036077,FALSE
"231","AKIP1",0.35701627351114,0.641696645159131,FALSE,0.777593786233871,1,FALSE
"232","AKIRIN1",-0.421129608841072,0.775911692789069,FALSE,-0.302987823996994,1,FALSE
"233","AKIRIN2",0.112488007018201,0.653685902671293,FALSE,-0.710672778894706,1,FALSE
"234","AKNA",0.15349882353028,0.683994735381243,FALSE,-0.942046317445709,0.000220478806443732,TRUE
"235","AKR1A1",-0.43064562495147,0.421227998301592,FALSE,0.230573990919255,1,FALSE
"236","AKR1B1",-0.405392858675832,0.845559892279669,FALSE,-1.99582879885987,1,FALSE
"237","AKR1C3",0.134609865913199,0.212701271049087,FALSE,-0.697269676793916,1,FALSE
"238","AKR7A2",0.495179576894807,0.374333929170315,FALSE,-0.53564858078727,1,FALSE
"239","AKT1",-0.248177168317969,0.904137270475699,FALSE,-0.251275198078855,1,FALSE
"240","AKT1S1",0.242169543198545,0.591558000746589,FALSE,0.074359049380214,1,FALSE
"241","AKT2",-0.613235106812389,0.807172099991818,FALSE,0.200959645271861,1,FALSE
"242","AKT3",0.168096354324411,0.670254522837174,FALSE,0.660167953787067,1,FALSE
"243","AKTIP",0.210556798105827,0.869128667905951,FALSE,0.187253105786147,1,FALSE
"244","ALAD",-0.264660278729798,0.968917413596559,FALSE,0.0189266585693124,1,FALSE
"245","ALAS1",0.494737018748529,0.384888905232823,FALSE,0.450019128205366,1,FALSE
"246","ALCAM",0.0162444466017767,0.909952004170074,FALSE,1.63317813723927,1,FALSE
"247","ALDH16A1",-0.131782787601931,0.659756984865475,FALSE,-0.494170008826128,1,FALSE
"248","ALDH18A1",-0.211753177269387,0.979324663152056,FALSE,0.800286372093972,1,FALSE
"249","ALDH1A1",-0.0637124243446587,0.94956911680108,FALSE,-3.0803358683467,0.117876600092455,FALSE
"250","ALDH1L2",0.248255821960073,0.56525998573232,FALSE,2.31806197696207,1,FALSE
"251","ALDH2",-0.0765312292162833,0.937626616029735,FALSE,-0.953024701166453,9.11888936890609e-24,TRUE
"252","ALDH3A2",0.247163042089339,0.641727407390342,FALSE,-0.129755012772508,1,FALSE
"253","ALDH3B1",0.191651610020612,0.635924985709233,FALSE,-0.301108383899878,1,FALSE
"254","ALDH4A1",-0.143272066478665,0.930642428166879,FALSE,1.35048345465445,1,FALSE
"255","ALDH6A1",-0.156169454309211,0.8727982376091,FALSE,0.217317003222258,1,FALSE
"256","ALDH9A1",0.170225589114973,0.653990459596101,FALSE,0.255603141841629,1,FALSE
"257","ALDOA",0.0553999098032595,0.972522812436509,FALSE,0.353727309334018,6.06785718795584e-49,FALSE
"258","ALG1",0.0344588384717211,0.961934163607653,FALSE,-0.0198076617943101,1,FALSE
"259","ALG11",0.706292535463245,0.556237262941721,FALSE,0.474957029955267,1,FALSE
"260","ALG12",0.105078777673135,0.939840520298872,FALSE,0.504993403710077,1,FALSE
"261","ALG13",-0.124256036164849,0.936413515342657,FALSE,-0.407141610077847,1,FALSE
"262","ALG14",0.296523754296604,0.60959583256293,FALSE,0.324540187402169,1,FALSE
"263","ALG2",-0.293744220262636,0.874702474038912,FALSE,0.2884224865222,1,FALSE
"264","ALG3",-0.0883174210293933,0.948553536480492,FALSE,-0.0284755852692893,1,FALSE
"265","ALG5",-0.0398787047026318,0.915804368754893,FALSE,-0.528662150471162,1,FALSE
"266","ALG6",-0.469352231166776,0.422595200935236,FALSE,0.159449426618041,1,FALSE
"267","ALG8",0.721676313408079,0.539142987926525,FALSE,-0.206661101926942,1,FALSE
"268","ALG9",0.143233077451293,0.737309457281065,FALSE,0.00208314840589896,1,FALSE
"269","ALKBH1",-0.0501870430252712,0.832940320761106,FALSE,-0.283030790898814,1,FALSE
"270","ALKBH2",0.542204243518947,0.74671641636064,FALSE,-1.08692185765285,1,FALSE
"271","ALKBH3",-0.116077786389043,0.897622110125894,FALSE,-0.51458696525944,1,FALSE
"272","ALKBH4",0.413807972078471,0.940457652330317,FALSE,0.584455394885783,1,FALSE
"273","ALKBH5",-0.344100574332753,0.687204364096255,FALSE,-0.188979497920056,1,FALSE
"274","ALKBH7",0.237635716646604,0.734042546178031,FALSE,-0.601040136882466,1,FALSE
"275","ALKBH8",-0.0816885987399896,0.790980336278494,FALSE,-0.308885734491597,1,FALSE
"276","ALMS1",0.0840509745156275,0.900927000735898,FALSE,-0.61914289630203,1,FALSE
"277","ALOX15B",-0.330821951060115,0.855073424503126,FALSE,-1.671884358374,1,FALSE
"278","ALOX5",-0.406448558012287,0.2817496533286,FALSE,0.139294658180362,0.00327722411268188,FALSE
"279","ALOX5AP",0.0651391087087928,0.938319520057281,FALSE,-0.304019979319782,1,FALSE
"280","ALPK1",0.0593300453056575,0.512820985760294,FALSE,1.11797028060083,1,FALSE
"281","ALPL",0.647053947429774,0.053208471282915,FALSE,-3.80938788212394,1,FALSE
"282","ALS2",-0.138331131820004,0.892260040718466,FALSE,0.383968876359514,1,FALSE
"283","ALYREF",-0.213731981781736,0.684174367379845,FALSE,-0.389848990610153,1,FALSE
"284","AMBRA1",-0.0984906374484249,0.804601604603568,FALSE,-0.233251742682702,1,FALSE
"285","AMD1",0.0297806135655169,0.883720166978142,FALSE,-0.347431862071094,1,FALSE
"286","AMDHD2",-0.0580004508372434,0.912018850117159,FALSE,-1.80794590795003,1,FALSE
"287","AMER1",-0.294417070275111,0.738722043209551,FALSE,-0.407543755039583,1,FALSE
"288","AMFR",0.299291521171428,0.551364244949427,FALSE,-1.05833780919909,1,FALSE
"289","AMIGO2",0.230957251539739,0.756937258291176,FALSE,0.695980020680219,1,FALSE
"290","AMMECR1",-0.479532511301008,0.758811226406199,FALSE,0.413845515651881,1,FALSE
"291","AMMECR1L",-0.272655775532328,0.691609747101365,FALSE,0.0285553597670898,1,FALSE
"292","AMPD2",0.205895347117888,0.741452173481761,FALSE,-0.559348416266189,1,FALSE
"293","AMPD3",0.423712099182204,0.052615086160289,FALSE,0.766282069773101,1,FALSE
