"","TF.name","cvar","mtfr","p_val","cor_score","significant","Call","Call.category","cell_type"
"4713","YY1",1.52211926995362,-0.553338568628195,0,-0.494742580428174,"negative_significant","inconclusive","inconclusive","Tc-Mem"
"4714","YY1",1.52211926995362,-0.553338568628195,0,-0.494742580428174,"negative_significant","MethylMinus","MethylMinus","Tc-Mem"
"4715","YY2",0.835678668780169,2.19430797546234,0.04445,0.124305782476118,"positive_significant","MethylPlus and MethylMinus","Multiple effects","Tc-Mem"
"4719","ZBTB18",-1.08526181237841,0.70412082987745,0,-0.581090313232732,"negative_significant",NA,"inconclusive","Tc-Mem"
"4723","ZBTB6",-0.693283386913349,-1.55991848387408,1e-04,0.233159855330503,"positive_significant",NA,"inconclusive","Tc-Mem"
"4727","ZEB1",-0.974105924833727,-0.589629908845535,0,-0.530717401942422,"negative_significant",NA,"inconclusive","Tc-Mem"
"4728","ZFP42",1.34885611460072,-1.13368565898398,0,-0.283372731170729,"negative_significant","MethylPlus and MethylMinus","Multiple effects","Tc-Mem"
"4735","ZKSCAN5",-1.53700760688007,0.582264158263849,0,-0.680104437476987,"negative_significant",NA,"inconclusive","Tc-Mem"
"4738","ZNF140",-0.505567935055018,0.84425130234167,0,-0.276717551776409,"negative_significant","Little effect","Little effect","Tc-Mem"
"4741","ZNF16",-1.11257610171651,0.72405255808869,0,-0.371472565237559,"negative_significant",NA,"inconclusive","Tc-Mem"
"4748","ZNF354C",-0.650546033889346,-1.14706550291369,0,0.406071464435947,"positive_significant",NA,"inconclusive","Tc-Mem"
"4753","ZNF528",-0.879462444817046,0.590278047628078,0,-0.545960300369325,"negative_significant",NA,"inconclusive","Tc-Mem"
